Player,team,Target,Rec,Yard,TD,Att,Yard.1,TD.1,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos,status,cause
Leonard Hankerson,WAS,7.0,4.0,49.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,OAK,6.9,4700.0,,,False,-3.5,45.5,-185.0,+165,Probable,hamstring
Tandon Doss,BAL,9.0,4.0,47.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,BUF,6.7,4500.0,,,False,-3.5,45.0,-165.0,+145,,
Eddie Royal,SD,3.0,3.0,42.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,DAL,5.7,4800.0,,,False,1.5,47.0,-120.0,+100,,
Vincent Brown,SD,9.0,7.0,41.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,DAL,7.6,4600.0,,,False,1.5,47.0,-120.0,+100,,
Doug Baldwin,SEA,4.0,3.0,39.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,HOU,5.4,4800.0,,,False,-1.5,41.5,-125.0,+105,,
Travis Benjamin,CLE,1.0,1.0,39.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,CIN,4.4,4500.0,,,False,3.5,42.5,-185.0,+165,,
Kenny Stills,NO,6.0,4.0,38.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,MIA,5.8,4800.0,,,False,-7.0,49.0,-360.0,+300,,
Brian Hartline,MIA,4.0,3.0,34.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,NOR,4.9,6700.0,,,False,7.0,49.0,-360.0,+300,,
DeSean Jackson,PHI,6.0,2.0,34.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,DEN,4.4,7300.0,,,False,10.5,58.5,-600.0,+450,,
Darrius Heyward-Bey,IND,6.0,3.0,33.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,JAC,4.8,5200.0,,,False,-9.0,42.5,-420.0,+350,,
Hakeem Nicks,NYG,9.0,3.0,33.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,KAN,4.8,6300.0,,,False,3.5,44.0,-180.0,+160,,
Roddy White,ATL,9.0,3.0,28.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,NWE,4.3,6700.0,,,False,-3.0,49.5,-160.0,+140,,
DeAndre Hopkins,HOU,3.0,2.0,27.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,SEA,3.7,5700.0,,,False,1.5,41.5,-125.0,+105,,
Vincent Jackson,TB,11.0,2.0,27.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,ARI,3.7,7600.0,,,False,-2.5,40.5,-140.0,+120,Questionable,ribs
Markus Wheaton,PIT,5.0,3.0,26.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,MIN,4.1,4500.0,,,False,-3.0,41.5,-150.0,+130,,
Davone Bess,CLE,6.0,2.0,25.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,CIN,3.5,4600.0,,,False,3.5,42.5,-185.0,+165,,
Riley Cooper,PHI,2.0,2.0,25.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,DEN,3.5,4700.0,,,False,10.5,58.5,-600.0,+450,,
Santonio Holmes,NYJ,5.0,1.0,25.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,TEN,3.0,4700.0,,,False,3.5,40.5,-180.0,+160,Probable,foot
Josh Boyce,NE,3.0,1.0,24.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,ATL,2.9,4500.0,,,False,3.0,49.5,-160.0,+140,,
Clyde Gates,NYJ,3.0,3.0,24.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,TEN,3.9,,,,False,3.5,40.5,-180.0,+160,Questionable,knee
Mike Wallace,MIA,7.0,3.0,24.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,NOR,3.9,6300.0,,,False,7.0,49.0,-360.0,+300,,
Donnie Avery,KC,10.0,2.0,23.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,NYG,3.3,5300.0,,,False,-3.5,44.0,-180.0,+160,,
Rishard Matthews,MIA,2.0,1.0,21.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,NOR,2.6,4500.0,,,False,7.0,49.0,-360.0,+300,,
Mohamed Sanu,CIN,6.0,3.0,19.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,CLE,3.4,4900.0,,,False,-3.5,42.5,-185.0,+165,,
Rod Streater,OAK,3.0,2.0,18.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,WAS,2.8,5000.0,,,False,3.5,45.5,-185.0,+165,,
Nick Toon,NO,2.0,1.0,18.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,MIA,2.3,4500.0,,,False,-7.0,49.0,-360.0,+300,,
Golden Tate,SEA,5.0,3.0,17.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,HOU,3.2,5400.0,,,False,-1.5,41.5,-125.0,+105,,
Cole Beasley,DAL,3.0,3.0,16.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,SDG,3.1,4500.0,,,False,-1.5,47.0,-120.0,+100,,
Dwayne Harris,DAL,2.0,1.0,13.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,SDG,1.8,4500.0,,,False,-1.5,47.0,-120.0,+100,,
Brian Quick,STL,3.0,1.0,12.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,SFO,1.7,4500.0,,,False,3.5,43.0,-180.0,+160,,
Sidney Rice,SEA,5.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,HOU,1.6,5800.0,,,False,-1.5,41.5,-125.0,+105,,
Aaron Dobson,NE,3.0,1.0,10.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,ATL,1.5,5000.0,,,False,3.0,49.5,-160.0,+140,Doubtful,shoulder
Cordarrelle Patterson,MIN,2.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,PIT,1.4,4500.0,,,False,3.0,41.5,-150.0,+130,,
Ben Obomanu,NYJ,1.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,TEN,1.3,4500.0,,,False,3.5,40.5,-180.0,+160,,
Jason Avant,PHI,4.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,DEN,1.2,4800.0,,,False,10.5,58.5,-600.0,+450,,
Rueben Randle,NYG,4.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,KAN,1.2,4700.0,,,False,3.5,44.0,-180.0,+160,,
Tavon Austin,STL,8.0,2.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,SFO,1.6,5600.0,,,False,3.5,43.0,-180.0,+160,,
Brice Butler,OAK,3.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,WAS,1.1,4500.0,,,False,3.5,45.5,-185.0,+165,,
Keshawn Martin,HOU,6.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,SEA,1.1,4500.0,,,False,1.5,41.5,-125.0,+105,,
Josh Morgan,WAS,1.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,OAK,1.1,4800.0,,,False,-3.5,45.5,-185.0,+165,Questionable,hamstring
Andre Roberts,ARI,2.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,TAM,1.1,4800.0,,,False,2.5,40.5,-140.0,+120,,
Dane Sanzenbacher,CIN,1.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,CLE,1.1,4500.0,,,False,-3.5,42.5,-185.0,+165,,
Jarius Wright,MIN,1.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,PIT,1.1,4500.0,,,False,3.0,41.5,-150.0,+130,,
Andre Caldwell,DEN,2.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,PHI,1.0,4800.0,,,False,-10.5,58.5,-600.0,+450,,
Jeremy Ebert,JAC,3.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,IND,1.0,0.0,,,False,9.0,42.5,-420.0,+350,,
Jacoby Ford,OAK,0.0,0.0,0.0,0.0,1.0,3.0,0.0,WR,4.0,2013.0,h,WAS,0.3,4500.0,,,False,3.5,45.5,-185.0,+165,,
Ryan Broyles,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,CHI,0.0,5000.0,,,False,-3.0,48.5,-155.0,+135,,
Stephen Hill,NYJ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,TEN,0.0,5000.0,,,False,3.5,40.5,-180.0,+160,Probable,knee
Marvin Jones,CIN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,CLE,0.0,4700.0,,,False,-3.5,42.5,-185.0,+165,,
Jermaine Kearse,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,HOU,0.0,5100.0,,,False,-1.5,41.5,-125.0,+105,Questionable,ankle
Greg Little,CLE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,CIN,0.0,5100.0,,,False,3.5,42.5,-185.0,+165,,
Robert Meachem,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,MIA,0.0,4700.0,,,False,-7.0,49.0,-360.0,+300,,
Santana Moss,WAS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,OAK,0.0,4800.0,,,False,-3.5,45.5,-185.0,+165,,
Quinton Patton,SF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,a,STL,0.5,4500.0,,,False,-3.5,43.0,-180.0,+160,Questionable,foot
Joe Webb,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,PIT,0.0,4500.0,,,False,3.0,41.5,-150.0,+130,,
Steve Johnson,BUF,6.0,1.0,-1.0,0.0,0.0,0.0,0.0,WR,4.0,2013.0,h,BAL,0.4,6000.0,,,False,3.5,45.0,-165.0,+145,Probable,hamstring
Dexter McCluster,KC,,,,,,,,WR,4.0,2013.0,h,NYG,13.3,4500.0,,,False,-3.5,44.0,-180.0,+160,,
AJ Green,CIN,,,,,,,,WR,4.0,2013.0,a,CLE,8.6,8600.0,,,False,-3.5,42.5,-185.0,+165,,
TY Hilton,IND,,,,,,,,WR,4.0,2013.0,a,JAC,7.6,5800.0,,,False,-9.0,42.5,-420.0,+350,,
Trindon Holliday,DEN,,,,,,,,WR,4.0,2013.0,h,PHI,6.0,4500.0,,,False,-10.5,58.5,-600.0,+450,,
TJ Graham,BUF,,,,,,,,WR,4.0,2013.0,h,BAL,5.6,4500.0,,,False,3.5,45.0,-165.0,+145,,
Kevin Ogletree,DET,,,,,,,,WR,4.0,2013.0,h,CHI,5.5,4500.0,,,False,-3.0,48.5,-155.0,+135,,
Jon Baldwin,SF,,,,,,,,WR,4.0,2013.0,a,STL,2.9,4500.0,,,False,-3.5,43.0,-180.0,+160,,
Jaron Brown,ARI,,,,,,,,WR,4.0,2013.0,a,TAM,2.4,4500.0,,,False,2.5,40.5,-140.0,+120,,
Ryan Spadola,MIA,,,,,,,,WR,4.0,2013.0,a,NOR,0.0,4500.0,,,False,7.0,49.0,-360.0,+300,,
Eric Page,TB,,,,,,,,WR,4.0,2013.0,h,ARI,0.0,4500.0,,,False,-2.5,40.5,-140.0,+120,,
Damaris Johnson,PHI,,,,,,,,WR,4.0,2013.0,a,DEN,0.0,4500.0,,,False,10.5,58.5,-600.0,+450,,
Seyi Ajirotutu,SD,,,,,,,,WR,4.0,2013.0,h,DAL,0.0,4500.0,,,False,1.5,47.0,-120.0,+100,,
Micheal Spurlock,DAL,,,,,,,,WR,4.0,2013.0,a,SDG,0.0,4500.0,,,False,-1.5,47.0,-120.0,+100,,
Brandon Tate,CIN,,,,,,,,WR,4.0,2013.0,a,CLE,0.0,4500.0,,,False,-3.5,42.5,-185.0,+165,,
Junior Hemingway,KC,,,,,,,,WR,4.0,2013.0,h,NYG,0.0,4500.0,,,False,-3.5,44.0,-180.0,+160,,
Derek Moye,PIT,,,,,,,,WR,4.0,2013.0,a,MIN,0.0,4500.0,,,False,-3.0,41.5,-150.0,+130,,
Kyle Williams,KC,,,,,,,,WR,4.0,2013.0,h,NYG,0.0,4500.0,,,False,-3.5,44.0,-180.0,+160,,
Ryan Whalen,CIN,,,,,,,,WR,4.0,2013.0,a,CLE,0.0,4500.0,,,False,-3.5,42.5,-185.0,+165,,
Kassim Osgood,SF,,,,,,,,WR,4.0,2013.0,a,STL,0.0,4500.0,,,False,-3.5,43.0,-180.0,+160,,
Stephen Williams,JAC,,,,,,,,WR,4.0,2013.0,h,IND,0.0,4500.0,,,False,9.0,42.5,-420.0,+350,,
AJ Jenkins,KC,,,,,,,,WR,4.0,2013.0,h,NYG,0.0,4500.0,,,False,-3.5,44.0,-180.0,+160,,
Aldrick Robinson,WAS,,,,,,,,WR,4.0,2013.0,a,OAK,0.0,4500.0,,,False,-3.5,45.5,-185.0,+165,,
Devin Hester,CHI,,,,,,,,WR,4.0,2013.0,a,DET,0.0,4500.0,,,False,3.0,48.5,-155.0,+135,,
Michael Palmer,PIT,,,,,,,,WR,4.0,2013.0,a,MIN,0.0,4500.0,,,False,-3.0,41.5,-150.0,+130,,
Michael Preston,TEN,,,,,,,,WR,4.0,2013.0,h,NYJ,0.0,4500.0,,,False,-3.5,40.5,-180.0,+160,,
Jerrel Jernigan,NYG,,,,,,,,WR,4.0,2013.0,a,KAN,0.0,4500.0,,,False,3.5,44.0,-180.0,+160,,
Antonio Brown,PIT,13.0,9.0,196.0,2.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CHI,36.1,6500.0,,,False,2.5,40.5,-140.0,+120,,
Josh Gordon,CLE,19.0,10.0,146.0,1.0,1.0,22.0,0.0,WR,3.0,2013.0,a,MIN,27.8,5500.0,,,False,7.0,40.5,-320.0,+260,Probable,two-game suspension served
Santonio Holmes,NYJ,10.0,5.0,154.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,BUF,23.9,4700.0,,,False,-2.5,41.0,-140.0,+120,Questionable,foot
Sidney Rice,SEA,7.0,5.0,79.0,2.0,0.0,0.0,0.0,WR,3.0,2013.0,h,JAC,22.4,5200.0,,,False,-19.5,39.5,-6500.0,+2000,,
Eric Decker,DEN,8.0,8.0,133.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,OAK,23.3,6200.0,,,False,-16.5,49.5,-2200.0,+1100,Probable,shoulder
Denarius Moore,OAK,11.0,6.0,124.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,a,DEN,21.4,5400.0,,,False,16.5,49.5,-2200.0,+1100,,
Calvin Johnson,DET,13.0,7.0,115.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,a,WAS,21.0,9000.0,,,False,-1.0,49.0,-120.0,+100,,
Brandon LaFell,CAR,5.0,3.0,53.0,2.0,0.0,0.0,0.0,WR,3.0,2013.0,h,NYG,18.8,4700.0,,,False,2.5,47.5,-140.0,+120,,
Stephen Hill,NYJ,6.0,3.0,108.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,BUF,18.3,5000.0,,,False,-2.5,41.0,-140.0,+120,Probable,knee
Kenbrell Thompkins,NE,7.0,3.0,41.0,2.0,0.0,0.0,0.0,WR,3.0,2013.0,h,TAM,17.6,5200.0,,,False,-7.0,44.5,-345.0,+285,,
Jason Avant,PHI,8.0,5.0,87.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,KAN,17.2,4500.0,,,False,-3.5,50.5,-180.0,+160,,
Wes Welker,DEN,8.0,7.0,84.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,OAK,17.9,7300.0,,,False,-16.5,49.5,-2200.0,+1100,Probable,ankle
Cecil Shorts,JAC,15.0,8.0,143.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,SEA,18.3,6200.0,,,False,19.5,39.5,-6500.0,+2000,,
Donnie Avery,KC,7.0,7.0,141.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PHI,17.6,4800.0,,,False,3.5,50.5,-180.0,+160,,
Nate Washington,TEN,10.0,8.0,131.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,SDG,17.1,4800.0,,,False,-3.0,43.0,-155.0,+135,,
Julio Jones,ATL,12.0,9.0,115.0,0.0,1.0,7.0,0.0,WR,3.0,2013.0,a,MIA,16.7,8200.0,,,False,2.5,45.5,-145.0,+125,Questionable,knee
Golden Tate,SEA,8.0,5.0,88.0,0.0,2.0,29.0,0.0,WR,3.0,2013.0,h,JAC,14.2,5100.0,,,False,-19.5,39.5,-6500.0,+2000,,
Nate Burleson,DET,9.0,6.0,116.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,WAS,14.6,4900.0,,,False,-1.0,49.0,-120.0,+100,,
Brian Hartline,MIA,6.0,4.0,56.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ATL,13.6,6300.0,,,False,-2.5,45.5,-145.0,+125,,
Dez Bryant,DAL,6.0,4.0,38.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,STL,11.8,8600.0,,,False,-3.0,47.5,-170.0,+150,Probable,back
Marvin Jones,CIN,4.0,3.0,38.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,GNB,11.3,4500.0,,,False,3.0,50.0,-150.0,+130,,
Doug Baldwin,SEA,2.0,1.0,35.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,JAC,10.0,5000.0,,,False,-19.5,39.5,-6500.0,+2000,,
Justin Hunter,TEN,2.0,1.0,34.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,SDG,9.9,0.0,,,False,-3.0,43.0,-155.0,+135,,
James Jones,GB,8.0,4.0,34.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CIN,11.4,6000.0,,,False,-3.0,50.0,-150.0,+130,,
Robert Meachem,NO,2.0,2.0,34.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ARI,10.4,4500.0,,,False,-7.5,48.5,-350.0,+290,,
Demaryius Thomas,DEN,11.0,10.0,94.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,OAK,14.4,8400.0,,,False,-16.5,49.5,-2200.0,+1100,,
Jordy Nelson,GB,9.0,8.0,93.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CIN,13.3,7400.0,,,False,-3.0,50.0,-150.0,+130,,
Torrey Smith,BAL,9.0,5.0,92.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,HOU,11.7,7100.0,,,False,-1.0,44.5,-120.0,+100,,
Steve Johnson,BUF,13.0,6.0,86.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NYJ,13.6,6000.0,,,False,2.5,41.0,-140.0,+120,,
Dwayne Harris,DAL,1.0,1.0,24.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,h,STL,6.9,4500.0,,,False,-3.0,47.5,-170.0,+150,,
Pierre Garcon,WAS,13.0,8.0,73.0,0.0,1.0,10.0,0.0,WR,3.0,2013.0,h,DET,12.3,7000.0,,,False,1.0,49.0,-120.0,+100,,
Earl Bennett,CHI,3.0,2.0,22.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PIT,9.2,4500.0,,,False,-2.5,40.5,-140.0,+120,,
Austin Pettis,STL,5.0,2.0,20.0,1.0,0.0,0.0,0.0,WR,3.0,2013.0,a,DAL,9.0,5100.0,,,False,3.0,47.5,-170.0,+150,,
Santana Moss,WAS,9.0,7.0,77.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,DET,11.2,4800.0,,,False,1.0,49.0,-120.0,+100,,
Marques Colston,NO,8.0,5.0,71.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ARI,9.6,7000.0,,,False,-7.5,48.5,-350.0,+290,Probable,foot
Kendall Wright,TEN,6.0,6.0,71.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,SDG,10.1,5500.0,,,False,-3.0,43.0,-155.0,+135,,
Mohamed Sanu,CIN,5.0,4.0,68.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,GNB,8.8,4900.0,,,False,3.0,50.0,-150.0,+130,,
Davone Bess,CLE,10.0,7.0,67.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,MIN,10.2,4500.0,,,False,7.0,40.5,-320.0,+260,,
Anquan Boldin,SF,8.0,5.0,67.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,IND,9.2,7000.0,,,False,-10.5,46.0,-500.0,+400,,
Mike Williams,TB,9.0,5.0,65.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NWE,9.0,6300.0,,,False,7.0,44.5,-345.0,+285,,
Larry Fitzgerald,ARI,6.0,5.0,64.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NOR,8.9,7800.0,,,False,7.5,48.5,-350.0,+290,,
Reggie Wayne,IND,7.0,5.0,63.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,SFO,8.8,6800.0,,,False,10.5,46.0,-500.0,+400,,
DeSean Jackson,PHI,7.0,3.0,62.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,KAN,7.7,7400.0,,,False,-3.5,50.5,-180.0,+160,,
DeAndre Hopkins,HOU,7.0,6.0,60.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,BAL,9.0,5700.0,,,False,1.0,44.5,-120.0,+100,,
Darrius Heyward-Bey,IND,5.0,5.0,59.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,SFO,8.4,5200.0,,,False,10.5,46.0,-500.0,+400,,
Brice Butler,OAK,4.0,3.0,54.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,DEN,6.9,4500.0,,,False,16.5,49.5,-2200.0,+1100,,
Randall Cobb,GB,11.0,5.0,54.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CIN,7.9,7800.0,,,False,-3.0,50.0,-150.0,+130,,
Jerricho Cotchery,PIT,4.0,3.0,52.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CHI,6.7,4700.0,,,False,2.5,40.5,-140.0,+120,,
Aaron Dobson,NE,10.0,7.0,52.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,TAM,8.7,5000.0,,,False,-7.0,44.5,-345.0,+285,,
Brandon Marshall,CHI,8.0,5.0,52.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PIT,7.7,8400.0,,,False,-2.5,40.5,-140.0,+120,Probable,back
Alshon Jeffery,CHI,8.0,7.0,51.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PIT,8.6,5000.0,,,False,-2.5,40.5,-140.0,+120,,
Chris Givens,STL,8.0,2.0,54.0,0.0,1.0,-4.0,0.0,WR,3.0,2013.0,a,DAL,4.0,5600.0,,,False,3.0,47.5,-170.0,+150,,
Michael Floyd,ARI,6.0,4.0,49.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NOR,6.9,6000.0,,,False,7.5,48.5,-350.0,+290,,
Brandon Gibson,MIA,8.0,6.0,49.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ATL,7.9,4600.0,,,False,-2.5,45.5,-145.0,+125,,
Cordarrelle Patterson,MIN,4.0,2.0,49.0,0.0,1.0,0.0,0.0,WR,3.0,2013.0,h,CLE,5.9,4900.0,,,False,-7.0,40.5,-320.0,+260,,
Julian Edelman,NE,7.0,7.0,44.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,TAM,7.9,6700.0,,,False,-7.0,44.5,-345.0,+285,,
Greg Jennings,MIN,6.0,3.0,43.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CLE,5.8,5600.0,,,False,-7.0,40.5,-320.0,+260,,
Stephen Burton,JAC,9.0,5.0,42.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,SEA,6.7,4500.0,,,False,19.5,39.5,-6500.0,+2000,Questionable,hip
Rishard Matthews,MIA,4.0,4.0,42.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ATL,6.2,0.0,,,False,-2.5,45.5,-145.0,+125,,
Rod Streater,OAK,4.0,3.0,42.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,DEN,5.7,5000.0,,,False,16.5,49.5,-2200.0,+1100,,
Rueben Randle,NYG,4.0,2.0,40.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CAR,5.0,4800.0,,,False,-2.5,47.5,-140.0,+120,,
Steve Smith,CAR,7.0,3.0,40.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,NYG,5.5,6600.0,,,False,2.5,47.5,-140.0,+120,Questionable,leg
Emmanuel Sanders,PIT,8.0,4.0,39.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CHI,5.9,5500.0,,,False,2.5,40.5,-140.0,+120,,
Andre Johnson,HOU,6.0,5.0,36.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,BAL,6.1,7300.0,,,False,1.0,44.5,-120.0,+100,Probable,head
Keshawn Martin,HOU,3.0,2.0,35.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,BAL,4.5,4500.0,,,False,1.0,44.5,-120.0,+100,,
Robert Woods,BUF,10.0,2.0,35.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NYJ,4.5,4800.0,,,False,2.5,41.0,-140.0,+120,,
Jarius Wright,MIN,4.0,3.0,35.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CLE,5.0,4500.0,,,False,-7.0,40.5,-320.0,+260,,
Ryan Broyles,DET,3.0,3.0,34.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,WAS,4.9,5000.0,,,False,-1.0,49.0,-120.0,+100,,
Vincent Jackson,TB,6.0,3.0,34.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NWE,4.9,7900.0,,,False,7.0,44.5,-345.0,+285,,
Eddie Royal,SD,2.0,2.0,34.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,TEN,4.4,4500.0,,,False,3.0,43.0,-155.0,+135,Probable,wrist
Tavon Austin,STL,7.0,6.0,30.0,0.0,1.0,3.0,0.0,WR,3.0,2013.0,a,DAL,6.3,5900.0,,,False,3.0,47.5,-170.0,+150,,
Kris Durham,DET,3.0,1.0,33.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,WAS,3.8,4500.0,,,False,-1.0,49.0,-120.0,+100,,
Riley Cooper,PHI,7.0,2.0,29.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,KAN,3.9,4700.0,,,False,-3.5,50.5,-180.0,+160,,
DeVier Posey,HOU,4.0,3.0,29.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,BAL,4.4,0.0,,,False,1.0,44.5,-120.0,+100,Probable,achilles/foot
Jerome Simpson,MIN,8.0,3.0,29.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CLE,4.4,4800.0,,,False,-7.0,40.5,-320.0,+260,,
Victor Cruz,NYG,8.0,3.0,25.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CAR,4.0,7300.0,,,False,-2.5,47.5,-140.0,+120,,
Jeremy Kerley,NYJ,5.0,2.0,25.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,BUF,3.5,4800.0,,,False,-2.5,41.0,-140.0,+120,Probable,head
