Player,team,Target,Rec,Yard,TD,Att,Yard.1,TD.1,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos,status,cause
Ace Sanders,JAC,3.0,2.0,25.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,SEA,3.5,4500.0,,,False,19.5,39.5,-6500.0,+2000,Questionable,ribs
Miles Austin,DAL,5.0,2.0,22.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,STL,3.2,6100.0,,,False,-3.0,47.5,-170.0,+150,,
Mike Wallace,MIA,5.0,2.0,22.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ATL,3.2,6500.0,,,False,-2.5,45.5,-145.0,+125,Probable,groin
Leonard Hankerson,WAS,7.0,3.0,21.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,DET,3.6,4700.0,,,False,1.0,49.0,-120.0,+100,Questionable,hip/hamstring
Jacoby Ford,OAK,1.0,1.0,15.0,0.0,1.0,4.0,0.0,WR,3.0,2013.0,a,DEN,2.4,4500.0,,,False,16.5,49.5,-2200.0,+1100,,
Greg Little,CLE,8.0,3.0,19.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,MIN,3.4,5100.0,,,False,7.0,40.5,-320.0,+260,,
Josh Morgan,WAS,2.0,2.0,19.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,DET,2.9,4800.0,,,False,1.0,49.0,-120.0,+100,,
Jermaine Kearse,SEA,1.0,1.0,17.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,JAC,2.2,5100.0,,,False,-19.5,39.5,-6500.0,+2000,,
Roddy White,ATL,4.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,MIA,2.6,6800.0,,,False,2.5,45.5,-145.0,+125,Questionable,ankle
Vincent Brown,SD,3.0,2.0,11.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,TEN,2.1,5200.0,,,False,3.0,43.0,-155.0,+135,,
Harry Douglas,ATL,6.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,MIA,-0.6,4800.0,,,False,2.5,45.5,-145.0,+125,,
Brandon Stokley,BAL,1.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,HOU,1.4,4600.0,,,False,-1.0,44.5,-120.0,+100,,
Damian Williams,TEN,2.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,SDG,1.4,4500.0,,,False,-3.0,43.0,-155.0,+135,,
Domenik Hixon,CAR,1.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,NYG,1.3,4500.0,,,False,2.5,47.5,-140.0,+120,,
Louis Murphy,NYG,1.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CAR,-0.7,0.0,,,False,-2.5,47.5,-140.0,+120,,
Cole Beasley,DAL,1.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,STL,1.2,0.0,,,False,-3.0,47.5,-170.0,+150,,
Brian Quick,STL,4.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,DAL,1.2,4500.0,,,False,3.0,47.5,-170.0,+150,,
Marlon Brown,BAL,3.0,2.0,6.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,HOU,1.6,5000.0,,,False,-1.0,44.5,-120.0,+100,,
Lance Moore,NO,3.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ARI,1.1,5600.0,,,False,-7.5,48.5,-350.0,+290,,
Andre Roberts,ARI,4.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,NOR,1.1,5100.0,,,False,7.5,48.5,-350.0,+290,,
Jerrel Jernigan,NYG,2.0,1.0,5.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CAR,1.0,0.0,,,False,-2.5,47.5,-140.0,+120,,
Dwayne Bowe,KC,3.0,1.0,4.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PHI,0.9,6700.0,,,False,3.5,50.5,-180.0,+160,,
Travis Benjamin,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,MIN,-2.0,4500.0,,,False,7.0,40.5,-320.0,+260,,
Josh Boyce,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,TAM,0.0,4500.0,,,False,-7.0,44.5,-345.0,+285,,
Kenny Britt,TEN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,SDG,0.0,5000.0,,,False,-3.0,43.0,-155.0,+135,,
Junior Hemingway,KC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,PHI,0.0,4500.0,,,False,3.5,50.5,-180.0,+160,,
Damaris Johnson,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,KAN,-2.0,4500.0,,,False,-3.5,50.5,-180.0,+160,,
Hakeem Nicks,NYG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,CAR,0.0,6800.0,,,False,-2.5,47.5,-140.0,+120,,
Quinton Patton,SF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,IND,0.0,4500.0,,,False,-10.5,46.0,-500.0,+400,,
Aldrick Robinson,WAS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,DET,0.0,4500.0,,,False,1.0,49.0,-120.0,+100,,
Kenny Stills,NO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,ARI,0.0,4800.0,,,False,-7.5,48.5,-350.0,+290,,
Joe Webb,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CLE,0.0,4500.0,,,False,-7.0,40.5,-320.0,+260,,
Markus Wheaton,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,h,CHI,0.0,4500.0,,,False,2.5,40.5,-140.0,+120,,
Keenan Allen,SD,1.0,1.0,-4.0,0.0,0.0,0.0,0.0,WR,3.0,2013.0,a,TEN,0.1,4500.0,,,False,3.0,43.0,-155.0,+135,,
Ted Ginn Jr,CAR,,,,,,,,WR,3.0,2013.0,h,NYG,15.7,4600.0,,,False,2.5,47.5,-140.0,+120,,
AJ Green,CIN,,,,,,,,WR,3.0,2013.0,h,GNB,12.6,8600.0,,,False,3.0,50.0,-150.0,+130,,
Eric Page,TB,,,,,,,,WR,3.0,2013.0,a,NWE,7.0,4500.0,,,False,7.0,44.5,-345.0,+285,,
Tandon Doss,BAL,,,,,,,,WR,3.0,2013.0,h,HOU,6.0,4500.0,,,False,-1.0,44.5,-120.0,+100,,
Kevin Ogletree,DET,,,,,,,,WR,3.0,2013.0,a,WAS,4.5,4500.0,,,False,-1.0,49.0,-120.0,+100,,
TY Hilton,IND,,,,,,,,WR,3.0,2013.0,a,SFO,2.3,5800.0,,,False,10.5,46.0,-500.0,+400,,
Kyle Williams,KC,,,,,,,,WR,3.0,2013.0,a,PHI,2.2,4500.0,,,False,3.5,50.5,-180.0,+160,,
AJ Jenkins,KC,,,,,,,,WR,3.0,2013.0,a,PHI,1.1,4500.0,,,False,3.5,50.5,-180.0,+160,,
TJ Graham,BUF,,,,,,,,WR,3.0,2013.0,a,NYJ,1.0,4500.0,,,False,2.5,41.0,-140.0,+120,,
Michael Preston,TEN,,,,,,,,WR,3.0,2013.0,h,SDG,0.9,0.0,,,False,-3.0,43.0,-155.0,+135,,
Dexter McCluster,KC,,,,,,,,WR,3.0,2013.0,a,PHI,0.3,4500.0,,,False,3.5,50.5,-180.0,+160,,
Marlon Moore,MIA,,,,,,,,WR,3.0,2013.0,h,ATL,0.0,4500.0,,,False,-2.5,45.5,-145.0,+125,,
Trindon Holliday,DEN,,,,,,,,WR,3.0,2013.0,h,OAK,0.0,4500.0,,,False,-16.5,49.5,-2200.0,+1100,,
Griff Whalen,IND,,,,,,,,WR,3.0,2013.0,a,SFO,0.0,4500.0,,,False,10.5,46.0,-500.0,+400,,
Ben Obomanu,NYJ,,,,,,,,WR,3.0,2013.0,h,BUF,0.0,4500.0,,,False,-2.5,41.0,-140.0,+120,,
Seyi Ajirotutu,SD,,,,,,,,WR,3.0,2013.0,a,TEN,0.0,4500.0,,,False,3.0,43.0,-155.0,+135,,
Micheal Spurlock,DAL,,,,,,,,WR,3.0,2013.0,h,STL,0.0,4500.0,,,False,-3.0,47.5,-170.0,+150,,
Brandon Tate,CIN,,,,,,,,WR,3.0,2013.0,h,GNB,0.0,4500.0,,,False,3.0,50.0,-150.0,+130,,
Terrance Williams,DAL,,,,,,,,WR,3.0,2013.0,h,STL,0.0,4500.0,,,False,-3.0,47.5,-170.0,+150,,
Andre Caldwell,DEN,,,,,,,,WR,3.0,2013.0,h,OAK,0.0,4800.0,,,False,-16.5,49.5,-2200.0,+1100,,
Kassim Osgood,SF,,,,,,,,WR,3.0,2013.0,h,IND,0.0,4500.0,,,False,-10.5,46.0,-500.0,+400,,
Stephen Williams,JAC,,,,,,,,WR,3.0,2013.0,a,SEA,0.0,4500.0,,,False,19.5,39.5,-6500.0,+2000,,
Dane Sanzenbacher,CIN,,,,,,,,WR,3.0,2013.0,h,GNB,0.0,4500.0,,,False,3.0,50.0,-150.0,+130,,
Jaron Brown,ARI,,,,,,,,WR,3.0,2013.0,a,NOR,0.0,4500.0,,,False,7.5,48.5,-350.0,+290,,
Devin Hester,CHI,,,,,,,,WR,3.0,2013.0,a,PIT,0.0,4500.0,,,False,-2.5,40.5,-140.0,+120,,
Armanti Edwards,CLE,,,,,,,,WR,3.0,2013.0,a,MIN,0.0,4500.0,,,False,7.0,40.5,-320.0,+260,,
Michael Palmer,PIT,,,,,,,,WR,3.0,2013.0,h,CHI,0.0,4500.0,,,False,2.5,40.5,-140.0,+120,,
Eddie Royal,SD,8.0,7.0,90.0,3.0,0.0,0.0,0.0,WR,2.0,2013.0,a,PHI,30.5,4500.0,,,False,7.5,52.5,-330.0,+270,,
DeSean Jackson,PHI,15.0,9.0,193.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SDG,29.8,5700.0,,,False,-7.5,52.5,-330.0,+270,,
Julio Jones,ATL,14.0,11.0,182.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,STL,29.7,8200.0,,,False,-5.0,47.0,-225.0,+185,Probable,knee
Calvin Johnson,DET,8.0,6.0,116.0,2.0,0.0,0.0,0.0,WR,2.0,2013.0,a,ARI,26.6,8800.0,,,False,-2.0,48.0,-130.0,+110,,
Pierre Garcon,WAS,13.0,8.0,143.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,GNB,24.3,6600.0,,,False,7.0,49.0,-370.0,+310,,
Dez Bryant,DAL,13.0,9.0,141.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,KAN,24.6,8300.0,,,False,3.0,45.5,-160.0,+140,,
Randall Cobb,GB,10.0,9.0,128.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,WAS,23.3,7800.0,,,False,-7.0,49.0,-370.0,+310,,
Jordy Nelson,GB,4.0,3.0,66.0,2.0,0.0,0.0,0.0,WR,2.0,2013.0,h,WAS,20.1,7400.0,,,False,-7.0,49.0,-370.0,+310,,
James Jones,GB,12.0,11.0,178.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,WAS,21.3,5800.0,,,False,-7.0,49.0,-370.0,+310,,
DeAndre Hopkins,HOU,13.0,7.0,117.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,TEN,21.2,5200.0,,,False,-7.5,42.0,-390.0,+320,,
Tavon Austin,STL,12.0,6.0,47.0,2.0,2.0,8.0,0.0,WR,2.0,2013.0,a,ATL,20.5,5600.0,,,False,5.0,47.0,-225.0,+185,,
Mike Wallace,MIA,11.0,9.0,115.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,IND,22.0,6000.0,,,False,2.0,43.5,-130.0,+110,,
Brandon Marshall,CHI,10.0,7.0,113.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,MIN,20.8,8400.0,,,False,-6.0,41.0,-265.0,+225,,
Steve Johnson,BUF,10.0,8.0,111.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,CAR,21.1,6000.0,,,False,3.5,43.5,-175.0,+155,,
Austin Pettis,STL,11.0,8.0,78.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,ATL,17.8,4900.0,,,False,5.0,47.0,-225.0,+185,,
Victor Cruz,NYG,11.0,8.0,118.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DEN,15.8,7300.0,,,False,3.5,54.0,-200.0,+170,,
Dwayne Bowe,KC,8.0,4.0,56.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DAL,13.6,6900.0,,,False,-3.0,45.5,-160.0,+140,,
Aaron Dobson,NE,10.0,3.0,56.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,NYJ,13.1,5000.0,,,False,-11.0,43.0,-600.0,+450,Questionable,hamstring
Kendall Wright,TEN,11.0,7.0,54.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,HOU,14.9,5300.0,,,False,7.5,42.0,-390.0,+320,,
Marlon Brown,BAL,6.0,4.0,45.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,CLE,12.5,4800.0,,,False,-6.5,43.5,-300.0,+250,,
Chris Givens,STL,8.0,5.0,105.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,ATL,13.0,5300.0,,,False,5.0,47.0,-225.0,+185,,
Malcom Floyd,SD,6.0,5.0,102.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,PHI,12.7,5200.0,,,False,7.5,52.5,-330.0,+270,,
Santana Moss,WAS,5.0,3.0,41.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,GNB,11.6,4800.0,,,False,7.0,49.0,-370.0,+310,,
Wes Welker,DEN,8.0,3.0,39.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NYG,11.4,6900.0,,,False,-3.5,54.0,-200.0,+170,Probable,ankle
Cecil Shorts,JAC,14.0,8.0,93.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,OAK,13.3,6300.0,,,False,4.0,41.0,-205.0,+175,Probable,groin
Eric Decker,DEN,13.0,9.0,87.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NYG,13.2,6000.0,,,False,-3.5,54.0,-200.0,+170,Probable,shoulder
Stephen Hill,NYJ,8.0,4.0,86.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NWE,8.6,5200.0,,,False,11.0,43.0,-600.0,+450,,
Torrey Smith,BAL,13.0,7.0,85.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,CLE,12.0,6900.0,,,False,-6.5,43.5,-300.0,+250,,
Greg Jennings,MIN,6.0,5.0,84.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CHI,10.9,6000.0,,,False,6.0,41.0,-265.0,+225,,
Riley Cooper,PHI,3.0,2.0,23.0,1.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SDG,9.5,4800.0,,,False,-7.5,52.5,-330.0,+270,,
Hakeem Nicks,NYG,7.0,4.0,83.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DEN,10.3,6700.0,,,False,3.5,54.0,-200.0,+170,,
Julian Edelman,NE,18.0,13.0,78.0,0.0,1.0,4.0,0.0,WR,2.0,2013.0,h,NYJ,14.7,6400.0,,,False,-11.0,43.0,-600.0,+450,,
Emmanuel Sanders,PIT,10.0,5.0,78.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CIN,10.3,5500.0,,,False,6.5,40.0,-310.0,+260,,
Vincent Jackson,TB,11.0,5.0,77.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,NOR,10.2,8000.0,,,False,3.5,48.5,-170.0,+150,,
Andre Johnson,HOU,13.0,8.0,76.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,TEN,11.6,7400.0,,,False,-7.5,42.0,-390.0,+320,,
Robert Woods,BUF,6.0,4.0,68.0,0.0,1.0,3.0,0.0,WR,2.0,2013.0,h,CAR,11.1,4800.0,,,False,3.5,43.5,-175.0,+155,,
Brian Hartline,MIA,8.0,5.0,68.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,IND,9.3,6500.0,,,False,2.0,43.5,-130.0,+110,,
Ace Sanders,JAC,7.0,5.0,64.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,OAK,8.9,4500.0,,,False,4.0,41.0,-205.0,+175,,
Marques Colston,NO,7.0,4.0,63.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,TAM,8.3,6700.0,,,False,-3.5,48.5,-170.0,+150,,
Antonio Brown,PIT,9.0,6.0,57.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CIN,8.7,6400.0,,,False,6.5,40.0,-310.0,+260,,
Jerricho Cotchery,PIT,9.0,3.0,59.0,0.0,1.0,-5.0,0.0,WR,2.0,2013.0,a,CIN,6.9,4900.0,,,False,6.5,40.0,-310.0,+260,,
Steve Smith,CAR,11.0,5.0,52.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,BUF,7.7,6600.0,,,False,-3.5,43.5,-175.0,+155,,
Demaryius Thomas,DEN,6.0,5.0,52.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NYG,7.7,8600.0,,,False,-3.5,54.0,-200.0,+170,,
Doug Baldwin,SEA,1.0,1.0,51.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SFO,5.6,5000.0,,,False,-3.0,44.5,-155.0,+135,,
Santonio Holmes,NYJ,6.0,3.0,51.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NWE,6.6,5200.0,,,False,11.0,43.0,-600.0,+450,,
Nate Washington,TEN,5.0,3.0,50.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,HOU,6.5,4800.0,,,False,7.5,42.0,-390.0,+320,,
Jerome Simpson,MIN,5.0,2.0,49.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CHI,5.9,5000.0,,,False,6.0,41.0,-265.0,+225,,
Kenbrell Thompkins,NE,7.0,2.0,47.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,NYJ,5.7,5400.0,,,False,-11.0,43.0,-600.0,+450,,
Reggie Wayne,IND,8.0,5.0,46.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,MIA,7.1,7000.0,,,False,-2.0,43.5,-130.0,+110,,
Mohamed Sanu,CIN,8.0,5.0,40.0,0.0,1.0,4.0,0.0,WR,2.0,2013.0,h,PIT,6.9,4900.0,,,False,-6.5,40.0,-310.0,+260,,
Harry Douglas,ATL,5.0,4.0,43.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,STL,6.3,4800.0,,,False,-5.0,47.0,-225.0,+185,,
Clyde Gates,NYJ,8.0,2.0,42.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NWE,5.2,,,,False,11.0,43.0,-600.0,+450,,
Rod Streater,OAK,4.0,3.0,42.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,JAC,5.7,5000.0,,,False,-4.0,41.0,-205.0,+175,,
Alshon Jeffery,CHI,5.0,1.0,11.0,0.0,2.0,30.0,0.0,WR,2.0,2013.0,h,MIN,4.6,5500.0,,,False,-6.0,41.0,-265.0,+225,,
Donnie Avery,KC,4.0,2.0,38.0,0.0,1.0,2.0,0.0,WR,2.0,2013.0,h,DAL,5.0,4800.0,,,False,-3.0,45.5,-160.0,+140,,
Jason Avant,PHI,7.0,4.0,39.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SDG,5.9,4700.0,,,False,-7.5,52.5,-330.0,+270,,
Josh Morgan,WAS,6.0,2.0,39.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,GNB,4.9,4800.0,,,False,7.0,49.0,-370.0,+310,,
Davone Bess,CLE,8.0,5.0,38.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,BAL,6.3,4600.0,,,False,6.5,43.5,-300.0,+250,,
Nate Burleson,DET,8.0,7.0,45.0,0.0,1.0,-8.0,0.0,WR,2.0,2013.0,a,ARI,7.2,4900.0,,,False,-2.0,48.0,-130.0,+110,,
Keshawn Martin,HOU,2.0,2.0,37.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,TEN,4.7,4500.0,,,False,-7.5,42.0,-390.0,+320,,
Andre Caldwell,DEN,1.0,1.0,36.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,NYG,4.1,4800.0,,,False,-3.5,54.0,-200.0,+170,,
Andre Roberts,ARI,8.0,3.0,36.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DET,5.1,5100.0,,,False,2.0,48.0,-130.0,+110,Probable,quadriceps
Brandon Stokley,BAL,5.0,4.0,36.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,CLE,5.6,5000.0,,,False,-6.5,43.5,-300.0,+250,,
Leonard Hankerson,WAS,3.0,3.0,35.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,GNB,5.0,4900.0,,,False,7.0,49.0,-370.0,+310,,
Marvin Jones,CIN,4.0,3.0,35.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,PIT,5.0,4700.0,,,False,-6.5,40.0,-310.0,+260,,
Keenan Allen,SD,3.0,2.0,34.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,PHI,4.4,0.0,,,False,7.5,52.5,-330.0,+270,,
Larry Fitzgerald,ARI,5.0,2.0,33.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DET,4.3,8200.0,,,False,2.0,48.0,-130.0,+110,Probable,hamstring
Greg Little,CLE,12.0,4.0,33.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,BAL,5.3,5100.0,,,False,6.5,43.5,-300.0,+250,,
Miles Austin,DAL,4.0,3.0,31.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,KAN,4.6,6400.0,,,False,3.0,45.5,-160.0,+140,,
Kenny Britt,TEN,9.0,4.0,28.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,HOU,4.8,5900.0,,,False,7.5,42.0,-390.0,+320,,
Vincent Brown,SD,7.0,4.0,26.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,PHI,4.6,5700.0,,,False,7.5,52.5,-330.0,+270,,
Terrance Williams,DAL,3.0,3.0,28.0,0.0,1.0,-3.0,0.0,WR,2.0,2013.0,a,KAN,4.0,4500.0,,,False,3.0,45.5,-160.0,+140,,
Travis Benjamin,CLE,1.0,1.0,22.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,BAL,2.7,4500.0,,,False,6.5,43.5,-300.0,+250,Questionable,thigh
Michael Floyd,ARI,7.0,3.0,22.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DET,3.7,5800.0,,,False,2.0,48.0,-130.0,+110,,
Roddy White,ATL,3.0,3.0,21.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,STL,3.6,7000.0,,,False,-5.0,47.0,-225.0,+185,Probable,ankle
Jarius Wright,MIN,2.0,1.0,21.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CHI,2.6,4500.0,,,False,6.0,41.0,-265.0,+225,,
Earl Bennett,CHI,2.0,2.0,19.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,MIN,2.9,4500.0,,,False,-6.0,41.0,-265.0,+225,,
Golden Tate,SEA,2.0,1.0,19.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SFO,2.4,5100.0,,,False,-3.0,44.5,-155.0,+135,,
Lance Moore,NO,4.0,1.0,15.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,TAM,2.0,6000.0,,,False,-3.5,48.5,-170.0,+150,,
Brian Quick,STL,1.0,1.0,15.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,ATL,2.0,4500.0,,,False,5.0,47.0,-225.0,+185,,
Stephen Burton,JAC,3.0,2.0,23.0,0.0,1.0,-9.0,0.0,WR,2.0,2013.0,a,OAK,2.4,4500.0,,,False,4.0,41.0,-205.0,+175,,
Cordarrelle Patterson,MIN,2.0,2.0,14.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,CHI,8.4,4900.0,,,False,6.0,41.0,-265.0,+225,,
Rueben Randle,NYG,9.0,3.0,14.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DEN,2.9,4800.0,,,False,3.5,54.0,-200.0,+170,,
Brandon LaFell,CAR,6.0,4.0,13.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,BUF,3.3,5200.0,,,False,-3.5,43.5,-175.0,+155,,
Sidney Rice,SEA,5.0,1.0,13.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,SFO,1.8,5500.0,,,False,-3.0,44.5,-155.0,+135,,
Aldrick Robinson,WAS,2.0,1.0,13.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,GNB,1.8,4500.0,,,False,7.0,49.0,-370.0,+310,,
Jacoby Ford,OAK,2.0,2.0,12.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,JAC,2.2,4800.0,,,False,-4.0,41.0,-205.0,+175,,
Brandon Gibson,MIA,2.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,IND,1.6,4900.0,,,False,2.0,43.5,-130.0,+110,Probable,wrist
Brice Butler,OAK,3.0,2.0,10.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,JAC,2.0,4500.0,,,False,-4.0,41.0,-205.0,+175,,
Junior Hemingway,KC,1.0,1.0,10.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DAL,1.5,4500.0,,,False,-3.0,45.5,-160.0,+140,,
Darrius Heyward-Bey,IND,5.0,2.0,10.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,MIA,2.0,5700.0,,,False,-2.0,43.5,-130.0,+110,,
Kenny Stills,NO,1.0,1.0,10.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,TAM,1.5,4800.0,,,False,-3.5,48.5,-170.0,+150,,
Mike Williams,TB,6.0,2.0,9.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,NOR,1.9,6200.0,,,False,3.5,48.5,-170.0,+150,,
Anquan Boldin,SF,4.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,SEA,1.2,6700.0,,,False,3.0,44.5,-155.0,+135,,
Dwayne Harris,DAL,1.0,1.0,4.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,KAN,0.9,4500.0,,,False,3.0,45.5,-160.0,+140,,
Kris Durham,DET,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,a,ARI,0.0,4500.0,,,False,-2.0,48.0,-130.0,+110,,
Lestar Jean,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,TEN,0.0,4500.0,,,False,-7.5,42.0,-390.0,+320,,
Jerrel Jernigan,NYG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,DEN,0.0,4500.0,,,False,3.5,54.0,-200.0,+170,,
Denarius Moore,OAK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,2.0,2013.0,h,JAC,0.0,5900.0,,,False,-4.0,41.0,-205.0,+175,,
