Player,team,Target,Rec,Yard,TD,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos
Jason Witten,DAL,6.0,4.0,48.0,0.0,TE,7.0,2013.0,a,PHI,6.8,7000.0,,,False,3.0,55.5,-160.0,+140
Zach Ertz,PHI,5.0,3.0,43.0,0.0,TE,17.0,2013.0,a,DAL,5.8,4900.0,,,False,-7.0,54.5,-320.0,+260
Lance Kendricks,STL,6.0,5.0,54.0,0.0,TE,17.0,2013.0,a,SEA,7.9,4500.0,,,False,12.0,41.0,-900.0,+600
Michael Hoomanawanui,NE,1.0,1.0,9.0,0.0,TE,16.0,2013.0,a,BAL,1.4,4500.0,,,False,-1.0,45.5,-120.0,+100
Scott Chandler,BUF,4.0,3.0,55.0,0.0,TE,17.0,2013.0,a,NWE,7.0,4500.0,,,False,7.5,46.5,-350.0,+280
Bear Pascoe,NYG,2.0,1.0,7.0,0.0,TE,16.0,2013.0,a,DET,1.4,4500.0,,,False,9.0,47.5,-450.0,+370
Dorin Dickerson,DET,3.0,1.0,8.0,0.0,TE,16.0,2013.0,h,NYG,1.3,4500.0,,,False,-9.0,47.5,-450.0,+370
Coby Fleener,IND,3.0,2.0,8.0,0.0,TE,16.0,2013.0,a,KAN,1.8,5000.0,,,False,7.5,47.0,-340.0,+280
Virgil Green,DEN,1.0,1.0,8.0,0.0,TE,16.0,2013.0,a,HOU,1.3,4500.0,,,False,-10.0,54.0,-575.0,+425
Logan Paulsen,WAS,2.0,2.0,7.0,0.0,TE,16.0,2013.0,h,DAL,1.7,4500.0,,,False,3.0,52.0,-165.0,+145
Jack Doyle,IND,1.0,1.0,6.0,0.0,TE,16.0,2013.0,a,KAN,1.1,4500.0,,,False,7.5,47.0,-340.0,+280
Tyler Eifert,CIN,1.0,1.0,6.0,0.0,TE,16.0,2013.0,h,MIN,1.1,4500.0,,,False,-7.5,48.0,-350.0,+290
John Phillips,SD,1.0,1.0,5.0,0.0,TE,16.0,2013.0,h,OAK,1.0,4500.0,,,False,-10.0,50.5,-525.0,+400
Lance Kendricks,STL,1.0,1.0,4.0,0.0,TE,16.0,2013.0,h,TAM,0.9,4500.0,,,False,-3.5,43.0,-180.0,+160
Luke Willson,SEA,1.0,1.0,3.0,0.0,TE,16.0,2013.0,h,ARI,0.8,4500.0,,,False,-9.0,43.0,-475.0,+375
Vernon Davis,SF,3.0,0.0,0.0,0.0,TE,16.0,2013.0,h,ATL,0.0,6400.0,,,False,-14.5,46.5,-1000.0,+650
Ladarius Green,SD,1.0,0.0,0.0,0.0,TE,16.0,2013.0,h,OAK,0.0,4500.0,,,False,-10.0,50.5,-525.0,+400
Clay Harbor,JAC,1.0,0.0,0.0,0.0,TE,16.0,2013.0,h,TEN,0.0,4500.0,,,False,4.5,44.0,-225.0,+185
Vance McDonald,SF,2.0,0.0,0.0,0.0,TE,16.0,2013.0,h,ATL,0.0,4500.0,,,False,-14.5,46.5,-1000.0,+650
Levine Toilolo,ATL,1.0,0.0,0.0,0.0,TE,16.0,2013.0,a,SFO,0.0,4500.0,,,False,14.5,46.5,-1000.0,+650
Jason Witten,DAL,16.0,12.0,135.0,0.0,TE,17.0,2013.0,h,PHI,19.5,5800.0,,,False,7.0,54.5,-320.0,+260
Brent Celek,PHI,5.0,3.0,71.0,1.0,TE,17.0,2013.0,a,DAL,14.6,4500.0,,,False,-7.0,54.5,-320.0,+260
Jimmy Graham,NO,8.0,5.0,71.0,1.0,TE,17.0,2013.0,h,TAM,15.6,7600.0,,,False,-10.5,46.5,-650.0,+475
Tim Wright,TB,10.0,5.0,58.0,1.0,TE,17.0,2013.0,a,NOR,14.5,4800.0,,,False,10.5,46.5,-650.0,+475
Vernon Davis,SF,5.0,3.0,45.0,1.0,TE,17.0,2013.0,a,ARI,12.0,6400.0,,,False,3.0,41.0,-155.0,+135
Greg Olsen,CAR,8.0,6.0,42.0,1.0,TE,17.0,2013.0,a,ATL,13.2,5400.0,,,False,-6.0,46.0,-260.0,+220
Antonio Gates,SD,5.0,4.0,31.0,1.0,TE,17.0,2013.0,h,KAN,11.1,4500.0,,,False,-14.5,46.0,-1350.0,+800
Jared Cook,STL,7.0,5.0,30.0,1.0,TE,17.0,2013.0,a,SEA,11.5,4500.0,,,False,12.0,41.0,-900.0,+600
Ladarius Green,SD,2.0,1.0,22.0,1.0,TE,17.0,2013.0,h,KAN,8.7,4500.0,,,False,-14.5,46.0,-1350.0,+800
Gavin Escobar,DAL,1.0,1.0,17.0,1.0,TE,17.0,2013.0,h,PHI,8.2,4500.0,,,False,7.0,54.5,-320.0,+260
Marcedes Lewis,JAC,6.0,3.0,70.0,0.0,TE,17.0,2013.0,a,IND,8.5,5300.0,,,False,11.0,45.0,-650.0,+475
Jordan Cameron,CLE,7.0,5.0,69.0,0.0,TE,17.0,2013.0,a,PIT,9.4,5900.0,,,False,9.0,44.5,-400.0,+330
Dennis Pitta,BAL,11.0,8.0,63.0,0.0,TE,17.0,2013.0,a,CIN,10.3,5700.0,,,False,6.5,43.0,-300.0,+250
Tony Gonzalez,ATL,4.0,4.0,56.0,0.0,TE,17.0,2013.0,h,CAR,7.6,5600.0,,,False,6.0,46.0,-260.0,+220
Brandon Myers,NYG,3.0,3.0,37.0,0.0,TE,15.0,2013.0,h,SEA,5.2,4800.0,,,False,9.0,43.0,-440.0,+350
Clay Harbor,JAC,4.0,3.0,52.0,0.0,TE,15.0,2013.0,h,BUF,6.7,4500.0,,,False,4.0,43.5,-205.0,+175
Lance Kendricks,STL,1.0,0.0,0.0,0.0,TE,12.0,2013.0,h,CHI,0.0,4500.0,,,False,-2.0,46.0,-130.0,+110
Jacob Tamme,DEN,3.0,1.0,3.0,0.0,TE,13.0,2013.0,a,KAN,0.8,4500.0,,,False,-5.5,50.0,-260.0,+220
Ed Dickson,BAL,2.0,1.0,16.0,0.0,TE,13.0,2013.0,h,PIT,2.1,4500.0,,,False,-3.0,40.5,-155.0,+135
Martellus Bennett,CHI,5.0,2.0,14.0,0.0,TE,13.0,2013.0,a,MIN,2.4,5400.0,,,False,1.0,50.0,-120.0,+100
Fred Davis,WAS,4.0,2.0,13.0,0.0,TE,13.0,2013.0,h,NYG,2.3,4500.0,,,False,-1.0,45.0,-120.0,+100
Levine Toilolo,ATL,1.0,1.0,12.0,0.0,TE,13.0,2013.0,a,BUF,1.7,4500.0,,,False,4.5,48.0,-210.0,+180
Sean McGrath,KC,3.0,1.0,11.0,0.0,TE,13.0,2013.0,h,DEN,1.6,4500.0,,,False,5.5,50.0,-260.0,+220
Bear Pascoe,NYG,3.0,2.0,11.0,0.0,TE,13.0,2013.0,a,WAS,2.1,4500.0,,,False,1.0,45.0,-120.0,+100
Tyler Eifert,CIN,2.0,1.0,9.0,0.0,TE,13.0,2013.0,a,SDG,1.4,4500.0,,,False,-1.5,48.5,-125.0,+105
Dallas Clark,BAL,2.0,1.0,8.0,0.0,TE,13.0,2013.0,h,PIT,1.3,4500.0,,,False,-3.0,40.5,-155.0,+135
Dion Sims,MIA,2.0,1.0,8.0,0.0,TE,13.0,2013.0,a,NYJ,1.3,4500.0,,,False,-0.0,40.0,-110.0, -110
Ryan Taylor,GB,1.0,1.0,8.0,0.0,TE,13.0,2013.0,a,DET,1.3,4500.0,,,False,6.5,49.0,-280.0,+240
Andrew Quarless,GB,2.0,1.0,7.0,0.0,TE,13.0,2013.0,a,DET,1.2,4500.0,,,False,6.5,49.0,-280.0,+240
Jeff Cumberland,NYJ,3.0,1.0,6.0,0.0,TE,13.0,2013.0,h,MIA,1.1,4500.0,,,False,0.0,40.0,-110.0, -110
Brandon Pettigrew,DET,2.0,1.0,6.0,0.0,TE,13.0,2013.0,h,GNB,1.1,4600.0,,,False,-6.5,49.0,-280.0,+240
Delanie Walker,TEN,2.0,1.0,5.0,0.0,TE,13.0,2013.0,a,IND,1.0,5300.0,,,False,3.5,46.5,-195.0,+170
Virgil Green,DEN,1.0,1.0,2.0,0.0,TE,13.0,2013.0,a,KAN,0.7,4500.0,,,False,-5.5,50.0,-260.0,+220
Scott Chandler,BUF,5.0,5.0,54.0,0.0,TE,15.0,2013.0,a,JAC,7.9,4500.0,,,False,-4.0,43.5,-205.0,+175
Luke Willson,SEA,1.0,1.0,2.0,0.0,TE,13.0,2013.0,h,NOR,0.7,4500.0,,,False,-6.5,48.5,-275.0,+235
Joseph Fauria,DET,1.0,0.0,0.0,0.0,TE,13.0,2013.0,h,GNB,0.0,4500.0,,,False,-6.5,49.0,-280.0,+240
Jermaine Gresham,CIN,2.0,0.0,0.0,0.0,TE,13.0,2013.0,a,SDG,0.0,4600.0,,,False,-1.5,48.5,-125.0,+105
Ben Watson,NO,1.0,0.0,0.0,0.0,TE,13.0,2013.0,a,SEA,0.0,4500.0,,,False,6.5,48.5,-275.0,+235
Charles Clay,MIA,10.0,7.0,97.0,2.0,TE,14.0,2013.0,a,PIT,25.2,5000.0,,,False,3.0,40.5,-170.0,+150
Jordan Cameron,CLE,9.0,9.0,121.0,1.0,TE,14.0,2013.0,a,NWE,22.6,5400.0,,,False,10.0,47.5,-525.0,+400
Jimmy Graham,NO,11.0,6.0,58.0,2.0,TE,14.0,2013.0,h,CAR,20.8,8200.0,,,False,-3.0,47.5,-175.0,+155
Garrett Graham,HOU,14.0,8.0,73.0,1.0,TE,14.0,2013.0,a,JAC,17.3,4900.0,,,False,-3.0,43.5,-170.0,+150
Luke Willson,SEA,4.0,3.0,70.0,1.0,TE,14.0,2013.0,a,SFO,14.5,4500.0,,,False,2.5,41.5,-135.0,+115
Andrew Quarless,GB,7.0,6.0,66.0,1.0,TE,14.0,2013.0,h,ATL,15.6,4500.0,,,False,-3.5,47.0,-185.0,+165
Gary Barnidge,CLE,2.0,2.0,49.0,1.0,TE,14.0,2013.0,a,NWE,11.9,4500.0,,,False,10.0,47.5,-525.0,+400
Dennis Pitta,BAL,11.0,6.0,48.0,1.0,TE,14.0,2013.0,h,MIN,13.8,5500.0,,,False,-6.0,41.5,-265.0,+225
Logan Paulsen,WAS,5.0,3.0,44.0,1.0,TE,14.0,2013.0,h,KAN,9.9,4500.0,,,False,3.5,44.0,-185.0,+165
Marcedes Lewis,JAC,4.0,2.0,42.0,1.0,TE,14.0,2013.0,h,HOU,11.2,4600.0,,,False,3.0,43.5,-170.0,+150
Tim Wright,TB,3.0,2.0,17.0,0.0,TE,13.0,2013.0,a,CAR,2.7,4900.0,,,False,7.0,41.0,-350.0,+290
Kellen Winslow,NYJ,3.0,3.0,26.0,0.0,TE,13.0,2013.0,h,MIA,4.1,4500.0,,,False,0.0,40.0,-110.0, -110
Dorin Dickerson,DET,1.0,1.0,26.0,0.0,TE,13.0,2013.0,h,GNB,3.1,0.0,,,False,-6.5,49.0,-280.0,+240
Mychal Rivera,OAK,3.0,2.0,30.0,0.0,TE,13.0,2013.0,a,DAL,4.0,4500.0,,,False,9.0,49.5,-475.0,+375
Sean McGrath,KC,1.0,0.0,0.0,0.0,TE,12.0,2013.0,h,SDG,0.0,4500.0,,,False,-3.5,43.5,-185.0,+165
Logan Paulsen,WAS,2.0,0.0,0.0,0.0,TE,12.0,2013.0,h,SFO,0.0,4500.0,,,False,5.5,45.5,-250.0,+210
John Phillips,SD,1.0,0.0,0.0,0.0,TE,12.0,2013.0,a,KAN,0.0,4500.0,,,False,3.5,43.5,-185.0,+165
Craig Stevens,TEN,1.0,1.0,-1.0,0.0,TE,12.0,2013.0,a,OAK,0.4,4500.0,,,False,-2.5,42.0,-140.0,+120
Zach Ertz,PHI,6.0,5.0,68.0,2.0,TE,13.0,2013.0,h,ARI,21.3,4500.0,,,False,-3.5,48.5,-180.0,+160
Rob Gronkowski,NE,12.0,6.0,127.0,1.0,TE,13.0,2013.0,a,HOU,21.7,8200.0,,,False,-7.0,49.0,-340.0,+280
Zach Miller,SEA,8.0,5.0,86.0,1.0,TE,13.0,2013.0,h,NOR,17.1,4600.0,,,False,-6.5,48.5,-275.0,+235
Vernon Davis,SF,5.0,4.0,82.0,1.0,TE,13.0,2013.0,h,STL,16.2,6100.0,,,False,-7.5,40.5,-370.0,+310
Brandon Myers,NYG,6.0,5.0,61.0,1.0,TE,13.0,2013.0,a,WAS,14.6,4700.0,,,False,1.0,45.0,-120.0,+100
Ladarius Green,SD,6.0,2.0,45.0,1.0,TE,13.0,2013.0,h,CIN,11.5,5100.0,,,False,1.5,48.5,-125.0,+105
Tony Gonzalez,ATL,7.0,4.0,42.0,1.0,TE,13.0,2013.0,a,BUF,12.2,5300.0,,,False,4.5,48.0,-210.0,+180
Jimmy Graham,NO,9.0,3.0,42.0,1.0,TE,13.0,2013.0,a,SEA,11.7,8200.0,,,False,6.5,48.5,-275.0,+235
Logan Paulsen,WAS,4.0,3.0,41.0,1.0,TE,13.0,2013.0,h,NYG,11.6,4500.0,,,False,-1.0,45.0,-120.0,+100
Brent Celek,PHI,6.0,4.0,29.0,1.0,TE,13.0,2013.0,h,ARI,10.9,4500.0,,,False,-3.5,48.5,-180.0,+160
Anthony Fasano,KC,5.0,3.0,28.0,1.0,TE,13.0,2013.0,h,DEN,10.3,4600.0,,,False,5.5,50.0,-260.0,+220
Jim Dray,ARI,3.0,3.0,26.0,1.0,TE,13.0,2013.0,a,PHI,10.1,4500.0,,,False,3.5,48.5,-180.0,+160
Marcedes Lewis,JAC,4.0,3.0,26.0,1.0,TE,13.0,2013.0,a,CLE,10.1,4500.0,,,False,7.0,39.5,-320.0,+260
Heath Miller,PIT,9.0,8.0,86.0,0.0,TE,13.0,2013.0,a,BAL,12.6,4700.0,,,False,3.0,40.5,-155.0,+135
Greg Olsen,CAR,7.0,5.0,85.0,0.0,TE,13.0,2013.0,h,TAM,11.0,5800.0,,,False,-7.0,41.0,-350.0,+290
Clay Harbor,JAC,3.0,2.0,23.0,1.0,TE,13.0,2013.0,a,CLE,9.3,4500.0,,,False,7.0,39.5,-320.0,+260
Charles Clay,MIA,10.0,7.0,80.0,0.0,TE,13.0,2013.0,a,NYJ,11.5,4900.0,,,False,-0.0,40.0,-110.0, -110
Scott Chandler,BUF,6.0,4.0,63.0,0.0,TE,13.0,2013.0,h,ATL,6.3,4500.0,,,False,-4.5,48.0,-210.0,+180
John Carlson,MIN,6.0,4.0,61.0,0.0,TE,13.0,2013.0,h,CHI,8.1,4600.0,,,False,-1.0,50.0,-120.0,+100
Jason Witten,DAL,3.0,3.0,53.0,0.0,TE,13.0,2013.0,h,OAK,6.8,6900.0,,,False,-9.0,49.5,-475.0,+375
Coby Fleener,IND,5.0,3.0,50.0,0.0,TE,13.0,2013.0,h,TEN,6.5,5600.0,,,False,-3.5,46.5,-195.0,+170
Jared Cook,STL,6.0,3.0,49.0,0.0,TE,13.0,2013.0,a,SFO,6.4,5200.0,,,False,7.5,40.5,-370.0,+310
Jordan Cameron,CLE,7.0,4.0,43.0,0.0,TE,13.0,2013.0,h,JAC,6.3,5700.0,,,False,-7.0,39.5,-320.0,+260
Antonio Gates,SD,9.0,5.0,41.0,0.0,TE,13.0,2013.0,h,CIN,4.6,5300.0,,,False,1.5,48.5,-125.0,+105
Garrett Graham,HOU,11.0,3.0,36.0,0.0,TE,13.0,2013.0,h,NWE,5.1,5200.0,,,False,7.0,49.0,-340.0,+280
Jermaine Gresham,CIN,5.0,5.0,41.0,1.0,TE,14.0,2013.0,h,IND,12.6,4500.0,,,False,-7.0,43.5,-340.0,+280
Julius Thomas,DEN,7.0,5.0,35.0,1.0,TE,14.0,2013.0,h,TEN,12.0,6800.0,,,False,-12.5,50.0,-800.0,+575
Brandon Myers,NYG,7.0,4.0,26.0,1.0,TE,14.0,2013.0,a,SDG,10.6,4700.0,,,False,4.5,47.0,-205.0,+175
Jack Doyle,IND,1.0,1.0,8.0,0.0,TE,14.0,2013.0,a,CIN,1.3,4500.0,,,False,7.0,43.5,-340.0,+280
Dion Sims,MIA,2.0,1.0,7.0,0.0,TE,14.0,2013.0,a,PIT,1.2,4500.0,,,False,3.0,40.5,-170.0,+150
Lee Smith,BUF,1.0,1.0,7.0,0.0,TE,14.0,2013.0,a,TAM,1.2,4500.0,,,False,3.0,43.0,-155.0,+135
Ryan Taylor,GB,2.0,2.0,7.0,0.0,TE,14.0,2013.0,h,ATL,1.7,4500.0,,,False,-3.5,47.0,-185.0,+165
James Hanna,DAL,1.0,1.0,6.0,0.0,TE,14.0,2013.0,a,CHI,1.1,4500.0,,,False,1.5,49.0,-125.0,+105
Visanthe Shiancoe,TEN,2.0,2.0,2.0,0.0,TE,14.0,2013.0,a,DEN,1.2,0.0,,,False,12.5,50.0,-800.0,+575
Fred Davis,WAS,3.0,0.0,0.0,0.0,TE,14.0,2013.0,h,KAN,0.0,4500.0,,,False,3.5,44.0,-185.0,+165
Dorin Dickerson,DET,1.0,0.0,0.0,0.0,TE,14.0,2013.0,a,PHI,0.0,4500.0,,,False,2.5,51.0,-145.0,+125
Zach Ertz,PHI,1.0,0.0,0.0,0.0,TE,14.0,2013.0,h,DET,0.0,5200.0,,,False,-2.5,51.0,-145.0,+125
Ladarius Green,SD,1.0,0.0,0.0,0.0,TE,14.0,2013.0,h,NYG,0.0,5200.0,,,False,-4.5,47.0,-205.0,+175
Alex Smith,CIN,1.0,0.0,0.0,0.0,TE,14.0,2013.0,h,IND,0.0,4500.0,,,False,-7.0,43.5,-340.0,+280
Tim Wright,TB,9.0,7.0,82.0,1.0,TE,15.0,2013.0,h,SFO,17.7,4500.0,,,False,5.0,41.0,-250.0,+210
Vernon Davis,SF,7.0,5.0,79.0,1.0,TE,15.0,2013.0,a,TAM,16.4,6100.0,,,False,-5.0,41.0,-250.0,+210
Jason Witten,DAL,8.0,4.0,71.0,1.0,TE,15.0,2013.0,h,GNB,15.1,6500.0,,,False,-5.5,50.0,-245.0,+205
Andrew Quarless,GB,6.0,6.0,66.0,1.0,TE,15.0,2013.0,a,DAL,15.6,5000.0,,,False,5.5,50.0,-245.0,+205
Tony Gonzalez,ATL,7.0,6.0,62.0,1.0,TE,15.0,2013.0,h,WAS,15.2,5300.0,,,False,-5.5,49.5,-255.0,+215
Zach Ertz,PHI,9.0,6.0,57.0,1.0,TE,15.0,2013.0,a,MIN,14.7,4500.0,,,False,-6.5,53.0,-290.0,+240
Marcedes Lewis,JAC,7.0,4.0,54.0,1.0,TE,15.0,2013.0,h,BUF,13.4,4800.0,,,False,4.0,43.5,-205.0,+175
Delanie Walker,TEN,11.0,8.0,53.0,1.0,TE,15.0,2013.0,h,ARI,15.3,4800.0,,,False,3.0,43.0,-150.0,+130
Jeff Cumberland,NYJ,4.0,3.0,50.0,1.0,TE,15.0,2013.0,a,CAR,12.5,4500.0,,,False,10.0,40.5,-525.0,+400
Tyler Eifert,CIN,3.0,3.0,33.0,1.0,TE,15.0,2013.0,a,PIT,10.8,4500.0,,,False,-2.0,44.5,-130.0,+110
Mychal Rivera,OAK,5.0,3.0,30.0,1.0,TE,15.0,2013.0,h,KAN,10.5,4600.0,,,False,6.5,44.5,-265.0,+225
Greg Olsen,CAR,8.0,5.0,88.0,0.0,TE,15.0,2013.0,h,NYJ,11.3,5800.0,,,False,-10.0,40.5,-525.0,+400
Fred Davis,WAS,3.0,1.0,23.0,1.0,TE,15.0,2013.0,a,ATL,8.8,4500.0,,,False,5.5,49.5,-255.0,+215
Joseph Fauria,DET,1.0,1.0,14.0,1.0,TE,15.0,2013.0,h,BAL,7.9,4500.0,,,False,-5.0,49.5,-230.0,+190
Sean McGrath,KC,2.0,2.0,14.0,1.0,TE,15.0,2013.0,a,OAK,8.4,4500.0,,,False,-6.5,44.5,-265.0,+225
Michael Hoomanawanui,NE,3.0,1.0,13.0,1.0,TE,15.0,2013.0,a,MIA,7.8,4500.0,,,False,2.5,47.0,-140.0,+120
Lance Kendricks,STL,3.0,2.0,13.0,1.0,TE,15.0,2013.0,h,NOR,8.3,4500.0,,,False,7.0,48.0,-300.0,+250
Martellus Bennett,CHI,6.0,6.0,71.0,0.0,TE,15.0,2013.0,a,CLE,8.1,4900.0,,,False,-1.0,44.0,-115.0, -105
Ryan Griffin,HOU,6.0,6.0,62.0,0.0,TE,15.0,2013.0,a,IND,9.2,4500.0,,,False,6.0,47.0,-260.0,+220
Joel Dreessen,DEN,2.0,1.0,8.0,0.0,TE,14.0,2013.0,h,TEN,1.3,4500.0,,,False,-12.5,50.0,-800.0,+575
Ryan Griffin,HOU,3.0,1.0,10.0,0.0,TE,14.0,2013.0,a,JAC,1.5,4500.0,,,False,-3.0,43.5,-170.0,+150
Tony Gonzalez,ATL,6.0,3.0,25.0,1.0,TE,14.0,2013.0,a,GNB,10.0,5400.0,,,False,3.5,47.0,-185.0,+165
Dante Rosario,CHI,1.0,1.0,13.0,0.0,TE,14.0,2013.0,h,DAL,1.8,4500.0,,,False,-1.5,49.0,-125.0,+105
Vernon Davis,SF,3.0,2.0,21.0,1.0,TE,14.0,2013.0,h,SEA,9.1,6400.0,,,False,-2.5,41.5,-135.0,+115
Mychal Rivera,OAK,8.0,5.0,21.0,1.0,TE,14.0,2013.0,a,NYJ,10.6,4500.0,,,False,3.0,39.0,-160.0,+140
Tim Wright,TB,4.0,2.0,21.0,1.0,TE,14.0,2013.0,h,BUF,9.1,4500.0,,,False,-3.0,43.0,-155.0,+135
Jason Witten,DAL,3.0,1.0,10.0,1.0,TE,14.0,2013.0,a,CHI,7.5,6500.0,,,False,1.5,49.0,-125.0,+105
Ed Dickson,BAL,5.0,2.0,8.0,1.0,TE,14.0,2013.0,h,MIN,7.8,4500.0,,,False,-6.0,41.5,-265.0,+225
Kellen Winslow,NYJ,6.0,3.0,61.0,0.0,TE,14.0,2013.0,h,OAK,7.6,4500.0,,,False,-3.0,39.0,-160.0,+140
Heath Miller,PIT,4.0,3.0,56.0,0.0,TE,14.0,2013.0,h,MIA,7.1,4900.0,,,False,-3.0,40.5,-170.0,+150
Antonio Gates,SD,6.0,4.0,50.0,0.0,TE,14.0,2013.0,h,NYG,7.0,4900.0,,,False,-4.5,47.0,-205.0,+175
Jared Cook,STL,6.0,3.0,49.0,0.0,TE,14.0,2013.0,a,ARI,6.4,4900.0,,,False,4.5,41.0,-220.0,+185
Jacob Tamme,DEN,5.0,4.0,47.0,0.0,TE,14.0,2013.0,h,TEN,6.7,4500.0,,,False,-12.5,50.0,-800.0,+575
Martellus Bennett,CHI,6.0,5.0,43.0,0.0,TE,14.0,2013.0,h,DAL,6.8,4900.0,,,False,-1.5,49.0,-125.0,+105
Greg Olsen,CAR,12.0,8.0,40.0,0.0,TE,14.0,2013.0,a,NOR,8.0,5800.0,,,False,3.0,47.5,-175.0,+155
Jim Dray,ARI,3.0,3.0,32.0,0.0,TE,14.0,2013.0,h,STL,2.7,4600.0,,,False,-4.5,41.0,-220.0,+185
Gavin Escobar,DAL,2.0,2.0,32.0,0.0,TE,14.0,2013.0,a,CHI,4.2,4500.0,,,False,1.5,49.0,-125.0,+105
Rob Gronkowski,NE,5.0,2.0,32.0,0.0,TE,14.0,2013.0,h,CLE,4.2,8500.0,,,False,-10.0,47.5,-525.0,+400
Coby Fleener,IND,9.0,5.0,31.0,0.0,TE,14.0,2013.0,a,CIN,5.6,5300.0,,,False,7.0,43.5,-340.0,+280
Brent Celek,PHI,3.0,2.0,29.0,0.0,TE,14.0,2013.0,h,DET,3.9,4600.0,,,False,-2.5,51.0,-145.0,+125
Brandon Bostick,GB,4.0,2.0,28.0,0.0,TE,14.0,2013.0,h,ATL,3.8,4500.0,,,False,-3.5,47.0,-185.0,+165
Niles Paul,WAS,1.0,1.0,25.0,0.0,TE,14.0,2013.0,h,KAN,3.0,4500.0,,,False,3.5,44.0,-185.0,+165
Scott Chandler,BUF,3.0,2.0,24.0,0.0,TE,14.0,2013.0,a,TAM,3.4,4500.0,,,False,3.0,43.0,-155.0,+135
Brandon Pettigrew,DET,3.0,1.0,23.0,0.0,TE,14.0,2013.0,a,PHI,2.8,4500.0,,,False,2.5,51.0,-145.0,+125
Tyler Eifert,CIN,4.0,3.0,20.0,0.0,TE,14.0,2013.0,h,IND,3.5,4500.0,,,False,-7.0,43.5,-340.0,+280
Sean McGrath,KC,3.0,2.0,20.0,0.0,TE,14.0,2013.0,a,WAS,3.0,4500.0,,,False,-3.5,44.0,-185.0,+165
Ben Watson,NO,1.0,1.0,20.0,0.0,TE,14.0,2013.0,h,CAR,2.5,4500.0,,,False,-3.0,47.5,-175.0,+155
John Carlson,MIN,4.0,2.0,19.0,0.0,TE,14.0,2013.0,a,BAL,2.9,4500.0,,,False,6.0,41.5,-265.0,+225
Lance Kendricks,STL,2.0,1.0,15.0,0.0,TE,14.0,2013.0,a,ARI,2.0,4500.0,,,False,4.5,41.0,-220.0,+185
Matthew Mulligan,NE,1.0,1.0,15.0,0.0,TE,14.0,2013.0,h,CLE,2.0,0.0,,,False,-10.0,47.5,-525.0,+400
Bear Pascoe,NYG,1.0,1.0,14.0,0.0,TE,14.0,2013.0,a,SDG,1.9,4500.0,,,False,4.5,47.0,-205.0,+175
Zach Miller,SEA,3.0,1.0,13.0,0.0,TE,14.0,2013.0,a,SFO,1.8,4600.0,,,False,2.5,41.5,-135.0,+115
Greg Olsen,CAR,4.0,4.0,47.0,0.0,TE,7.0,2013.0,h,STL,6.7,6000.0,,,False,-7.0,42.5,-320.0,+260
Charles Clay,MIA,6.0,4.0,43.0,0.0,TE,17.0,2013.0,h,NYJ,6.3,5300.0,,,False,-7.0,41.0,-330.0,+270
Kellen Davis,SEA,1.0,1.0,1.0,1.0,TE,7.0,2013.0,a,ARI,6.6,4500.0,,,False,-5.5,41.0,-245.0,+205
Zach Sudfeld,NYJ,,,,,TE,11.0,2013.0,a,BUF,0.0,4500.0,,,False,-2.0,39.0,-130.0,+110
Niles Paul,WAS,,,,,TE,12.0,2013.0,h,SFO,0.0,4500.0,,,False,5.5,45.5,-250.0,+210
Dante Rosario,CHI,,,,,TE,12.0,2013.0,a,STL,0.0,4500.0,,,False,2.0,46.0,-130.0,+110
Zach Sudfeld,NYJ,,,,,TE,12.0,2013.0,a,BAL,0.0,4500.0,,,False,4.0,38.5,-210.0,+175
Fred Davis,WAS,,,,,TE,12.0,2013.0,h,SFO,0.0,4500.0,,,False,5.5,45.5,-250.0,+210
Gary Barnidge,CLE,,,,,TE,12.0,2013.0,h,PIT,0.0,4500.0,,,False,-2.5,40.0,-140.0,+120
Cory Harkey,STL,,,,,TE,12.0,2013.0,h,CHI,0.0,4500.0,,,False,-2.0,46.0,-130.0,+110
James Hanna,DAL,,,,,TE,12.0,2013.0,a,NYG,0.0,4500.0,,,False,2.5,45.0,-145.0,+125
Rob Housler,ARI,,,,,TE,11.0,2013.0,a,JAC,10.0,4900.0,,,False,-9.0,40.5,-440.0,+360
Josh Hill,NO,,,,,TE,11.0,2013.0,h,SFO,6.8,4500.0,,,False,-3.0,50.0,-175.0,+155
Larry Donnell,NYG,,,,,TE,11.0,2013.0,h,GNB,0.0,4500.0,,,False,-3.5,41.5,-180.0,+160
James Casey,PHI,,,,,TE,11.0,2013.0,h,WAS,0.0,4500.0,,,False,-4.5,55.0,-220.0,+180
Dion Sims,MIA,,,,,TE,11.0,2013.0,h,SDG,0.0,4500.0,,,False,2.5,45.0,-145.0,+125
Kellen Davis,SEA,,,,,TE,11.0,2013.0,h,MIN,0.0,4500.0,,,False,-13.0,45.5,-850.0,+575
Michael Egnew,MIA,,,,,TE,11.0,2013.0,h,SDG,0.0,4500.0,,,False,2.5,45.0,-145.0,+125
Ryan Taylor,GB,,,,,TE,11.0,2013.0,a,NYG,0.0,4500.0,,,False,3.5,41.5,-180.0,+160
Richie Brockel,CAR,,,,,TE,11.0,2013.0,h,NWE,0.0,4500.0,,,False,-3.0,46.5,-155.0,+135
