Player,team,Target,Rec,Yard,TD,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos
Derek Carrier,SF,1.0,1.0,6.0,0.0,TE,9.0,2014.0,h,STL,1.1,4600.0,1.6,3000.0,True,-10.5,44.0,-600.0,+450
Demetrius Harris,KC,1.0,1.0,6.0,0.0,TE,9.0,2014.0,h,NYJ,1.1,4500.0,1.6,3000.0,True,-8.5,41.5,-440.0,+350
Brandon Williams,CAR,1.0,1.0,6.0,0.0,TE,9.0,2014.0,h,NOR,1.1,4500.0,1.6,3000.0,True,3.0,49.0,-175.0,+155
Zach Ertz,PHI,2.0,1.0,4.0,0.0,TE,9.0,2014.0,a,HOU,0.9,5400.0,1.4,3800.0,True,-2.0,48.5,-135.0,+115
Ben Watson,NO,1.0,1.0,4.0,0.0,TE,9.0,2014.0,a,CAR,0.9,4800.0,1.4,3000.0,True,-3.0,49.0,-175.0,+155
Austin Seferian-Jenkins,TB,3.0,1.0,3.0,0.0,TE,9.0,2014.0,a,CLE,0.8,5000.0,1.3,3400.0,True,7.0,44.0,-320.0,+260
Jeff Cumberland,NYJ,2.0,0.0,0.0,0.0,TE,9.0,2014.0,a,KAN,0.0,4900.0,0.0,3000.0,True,8.5,41.5,-440.0,+350
Ed Dickson,CAR,2.0,0.0,0.0,0.0,TE,9.0,2014.0,h,NOR,0.0,4600.0,0.0,3000.0,True,3.0,49.0,-175.0,+155
Ladarius Green,SD,1.0,0.0,0.0,0.0,TE,9.0,2014.0,a,MIA,0.0,4800.0,0.0,3000.0,True,2.5,45.0,-145.0,+125
Mychal Rivera,OAK,8.0,6.0,64.0,1.0,TE,10.0,2014.0,h,DEN,15.4,5700.0,18.4,3800.0,True,12.5,51.0,-850.0,+575
Clay Harbor,JAC,2.0,0.0,0.0,0.0,TE,9.0,2014.0,a,CIN,0.0,5200.0,0.0,4200.0,True,10.0,43.5,-575.0,+425
Cory Harkey,STL,1.0,0.0,0.0,0.0,TE,9.0,2014.0,a,SFO,0.0,4600.0,0.0,3000.0,True,10.5,44.0,-600.0,+450
Josh Hill,NO,2.0,0.0,0.0,0.0,TE,9.0,2014.0,a,CAR,0.0,4900.0,0.0,3000.0,True,-3.0,49.0,-175.0,+155
Brian Leonhardt,OAK,1.0,0.0,0.0,0.0,TE,9.0,2014.0,a,SEA,0.0,4600.0,0.0,3000.0,True,13.5,44.0,-1000.0,+650
Phillip Supernaw,BAL,1.0,1.0,-2.0,0.0,TE,9.0,2014.0,a,PIT,0.3,0.0,0.8,3000.0,True,2.0,48.0,-135.0,+115
Jimmy Graham,NO,13.0,10.0,76.0,2.0,TE,10.0,2014.0,h,SFO,24.6,7500.0,29.6,6300.0,True,-5.5,49.5,-250.0,+210
Julius Thomas,DEN,7.0,6.0,63.0,2.0,TE,10.0,2014.0,a,OAK,21.3,7300.0,24.3,4900.0,True,-12.5,51.0,-850.0,+575
Jared Cook,STL,3.0,2.0,84.0,1.0,TE,10.0,2014.0,a,ARI,15.4,4800.0,16.4,3000.0,True,7.0,43.5,-330.0,+270
James Hanna,DAL,1.0,1.0,7.0,0.0,TE,8.0,2014.0,h,WAS,1.2,4500.0,1.7,3000.0,True,-9.5,49.0,-480.0,+380
Richard Rodgers,GB,2.0,1.0,1.0,0.0,TE,7.0,2014.0,h,CAR,0.6,4500.0,1.1,3000.0,True,-6.5,49.5,-300.0,+250
Ladarius Green,SD,1.0,1.0,9.0,0.0,TE,8.0,2014.0,a,DEN,1.4,5000.0,1.9,3000.0,True,9.0,51.0,-450.0,+350
Cooper Helfet,SEA,4.0,1.0,11.0,0.0,TE,8.0,2014.0,a,CAR,1.6,5600.0,2.1,3400.0,True,-6.0,45.0,-265.0,+225
Levine Toilolo,ATL,5.0,2.0,20.0,0.0,TE,7.0,2014.0,a,BAL,3.0,4700.0,4.0,3000.0,True,7.0,50.0,-310.0,+255
Chris Gragg,BUF,2.0,2.0,19.0,0.0,TE,7.0,2014.0,h,MIN,2.9,4900.0,3.9,3000.0,True,-6.5,43.0,-270.0,+230
Mychal Rivera,OAK,1.0,1.0,18.0,0.0,TE,7.0,2014.0,h,ARI,2.3,4700.0,2.8,3000.0,True,3.5,46.5,-175.0,+155
Delanie Walker,TEN,5.0,2.0,17.0,0.0,TE,7.0,2014.0,a,WAS,2.7,5900.0,3.7,5600.0,True,6.0,46.5,-250.0,+210
Dante Rosario,CHI,2.0,2.0,15.0,0.0,TE,7.0,2014.0,h,MIA,0.5,4600.0,2.5,3000.0,True,-3.0,48.0,-170.0,+150
Crockett Gillmore,BAL,1.0,1.0,13.0,0.0,TE,7.0,2014.0,h,ATL,1.8,4600.0,2.3,3000.0,True,-7.0,50.0,-310.0,+255
Heath Miller,PIT,1.0,1.0,13.0,0.0,TE,7.0,2014.0,h,HOU,1.8,4900.0,2.3,3600.0,True,-3.0,44.5,-150.0,+130
Derek Carrier,SF,3.0,1.0,9.0,0.0,TE,7.0,2014.0,a,DEN,1.6,4600.0,2.1,3000.0,True,6.5,48.5,-300.0,+250
Cory Harkey,STL,1.0,1.0,9.0,0.0,TE,7.0,2014.0,h,SEA,1.4,4500.0,1.9,3000.0,True,6.5,43.5,-310.0,+260
Andrew Quarless,GB,1.0,1.0,9.0,0.0,TE,7.0,2014.0,h,CAR,1.4,5000.0,1.9,3000.0,True,-6.5,49.5,-300.0,+250
Josh Hill,NO,1.0,1.0,8.0,0.0,TE,7.0,2014.0,a,DET,1.3,5000.0,1.8,3000.0,True,1.5,46.5,-125.0,+105
Jordan Cameron,CLE,6.0,1.0,5.0,0.0,TE,7.0,2014.0,a,JAC,1.0,6100.0,1.5,4600.0,True,-4.5,45.0,-220.0,+180
Brian Leonhardt,OAK,2.0,1.0,4.0,0.0,TE,7.0,2014.0,h,ARI,0.9,4500.0,1.4,3000.0,True,3.5,46.5,-175.0,+155
Virgil Green,DEN,0.0,0.0,0.0,0.0,TE,7.0,2014.0,h,SFO,0.3,4500.0,0.3,3000.0,True,-6.5,48.5,-300.0,+250
Ben Watson,NO,3.0,1.0,3.0,0.0,TE,7.0,2014.0,a,DET,0.8,5100.0,1.3,3400.0,True,1.5,46.5,-125.0,+105
Brandon Bostick,GB,2.0,1.0,2.0,0.0,TE,7.0,2014.0,h,CAR,0.7,4500.0,1.2,3000.0,True,-6.5,49.5,-300.0,+250
Gary Barnidge,CLE,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,JAC,0.0,4500.0,0.0,3000.0,True,-4.5,45.0,-220.0,+180
Chase Coffman,TEN,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,WAS,0.0,4500.0,0.0,3000.0,True,6.0,46.5,-250.0,+210
Ed Dickson,CAR,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,GNB,0.0,4600.0,0.0,3000.0,True,6.5,49.5,-300.0,+250
Jack Doyle,IND,1.0,1.0,20.0,0.0,TE,7.0,2014.0,h,CIN,2.5,4500.0,3.0,3000.0,True,-3.5,50.5,-185.0,+165
John Carlson,ARI,4.0,2.0,20.0,0.0,TE,7.0,2014.0,a,OAK,3.0,4700.0,4.0,3000.0,True,-3.5,46.5,-175.0,+155
Vernon Davis,SF,5.0,2.0,21.0,0.0,TE,7.0,2014.0,a,DEN,3.1,5700.0,4.1,4500.0,True,6.5,48.5,-300.0,+250
Scott Chandler,BUF,6.0,3.0,36.0,0.0,TE,7.0,2014.0,h,MIN,5.1,5300.0,6.6,4000.0,True,-6.5,43.0,-270.0,+230
Rob Gronkowski,NE,10.0,5.0,68.0,0.0,TE,7.0,2014.0,h,NYJ,9.3,7500.0,11.8,6700.0,True,-9.5,44.5,-525.0,+400
Nic Jacobs,JAC,1.0,1.0,14.0,0.0,TE,10.0,2014.0,h,DAL,1.9,0.0,2.4,3000.0,True,7.5,45.0,-345.0,+280
Coby Fleener,IND,5.0,4.0,64.0,0.0,TE,7.0,2014.0,h,CIN,8.4,5500.0,10.4,3000.0,True,-3.5,50.5,-185.0,+165
John Phillips,SD,1.0,1.0,1.0,1.0,TE,7.0,2014.0,h,KAN,6.6,4500.0,7.1,3000.0,True,-3.0,46.0,-175.0,+155
Martellus Bennett,CHI,8.0,5.0,58.0,0.0,TE,7.0,2014.0,h,MIA,8.3,6000.0,10.8,5100.0,True,-3.0,48.0,-170.0,+150
Niles Paul,WAS,2.0,2.0,58.0,0.0,TE,7.0,2014.0,h,TEN,6.8,4800.0,7.8,3400.0,True,-6.0,46.5,-250.0,+210
Jordan Reed,WAS,6.0,5.0,54.0,0.0,TE,7.0,2014.0,h,TEN,7.9,5400.0,10.4,5000.0,True,-6.0,46.5,-250.0,+210
Jermaine Gresham,CIN,12.0,10.0,48.0,0.0,TE,7.0,2014.0,a,IND,9.8,5200.0,14.8,3500.0,True,3.5,50.5,-185.0,+165
Clay Harbor,JAC,6.0,6.0,34.0,0.0,TE,7.0,2014.0,h,CLE,6.4,5500.0,9.4,4600.0,True,4.5,45.0,-220.0,+180
Brandon Williams,CAR,3.0,2.0,22.0,0.0,TE,7.0,2014.0,a,GNB,3.2,4600.0,4.2,3000.0,True,6.5,49.5,-300.0,+250
Travis Kelce,KC,4.0,4.0,33.0,0.0,TE,7.0,2014.0,a,SDG,5.3,5800.0,7.3,4800.0,True,3.0,46.0,-175.0,+155
Dion Sims,MIA,2.0,2.0,33.0,0.0,TE,7.0,2014.0,a,CHI,4.3,4600.0,5.3,3000.0,True,3.0,48.0,-170.0,+150
Brandon Pettigrew,DET,6.0,4.0,28.0,0.0,TE,7.0,2014.0,h,NOR,4.8,4600.0,6.8,3000.0,True,-1.5,46.5,-125.0,+105
Julius Thomas,DEN,6.0,4.0,27.0,0.0,TE,7.0,2014.0,h,SFO,4.7,8600.0,6.7,6900.0,True,-6.5,48.5,-300.0,+250
Jason Witten,DAL,2.0,2.0,27.0,0.0,TE,7.0,2014.0,h,NYG,3.7,5900.0,4.7,3600.0,True,-5.5,47.0,-240.0,+200
Jared Cook,STL,3.0,3.0,25.0,0.0,TE,7.0,2014.0,h,SEA,4.0,5200.0,5.5,3600.0,True,6.5,43.5,-310.0,+260
Garrett Graham,HOU,3.0,2.0,24.0,0.0,TE,7.0,2014.0,a,PIT,3.4,5000.0,4.4,3000.0,True,3.0,44.5,-150.0,+130
Jace Amaro,NYJ,5.0,3.0,22.0,0.0,TE,7.0,2014.0,a,NWE,3.7,5400.0,5.2,3300.0,True,9.5,44.5,-525.0,+400
Rhett Ellison,MIN,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,BUF,0.0,4500.0,0.0,3000.0,True,6.5,43.0,-270.0,+230
Anthony Fasano,KC,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,SDG,0.0,5100.0,0.0,3100.0,True,3.0,46.0,-175.0,+155
Chase Ford,MIN,3.0,0.0,0.0,0.0,TE,7.0,2014.0,a,BUF,0.0,4500.0,0.0,3000.0,True,6.5,43.0,-270.0,+230
Niles Paul,WAS,3.0,3.0,27.0,0.0,TE,8.0,2014.0,a,DAL,4.2,4900.0,5.7,3300.0,True,9.5,49.0,-480.0,+380
Dion Sims,MIA,2.0,2.0,51.0,0.0,TE,8.0,2014.0,a,JAC,6.1,4800.0,7.1,3000.0,True,-6.5,42.0,-330.0,+270
Zach Ertz,PHI,8.0,5.0,48.0,0.0,TE,8.0,2014.0,a,ARI,7.3,5400.0,9.8,3200.0,True,-1.0,48.5,-115.0, -105
Travis Kelce,KC,6.0,4.0,45.0,0.0,TE,8.0,2014.0,h,STL,6.5,5700.0,8.5,3800.0,True,-7.0,44.0,-355.0,+295
Jordan Cameron,CLE,5.0,3.0,40.0,0.0,TE,8.0,2014.0,h,OAK,5.5,5800.0,7.0,3700.0,True,-6.5,44.5,-300.0,+250
Jordan Reed,WAS,7.0,7.0,40.0,0.0,TE,8.0,2014.0,a,DAL,7.5,5200.0,11.0,4000.0,True,9.5,49.0,-480.0,+380
Jermaine Gresham,CIN,4.0,4.0,34.0,0.0,TE,8.0,2014.0,h,BAL,5.4,5300.0,7.4,3700.0,True,3.0,44.5,-155.0,+135
Jim Dray,CLE,2.0,2.0,27.0,0.0,TE,8.0,2014.0,h,OAK,3.7,4900.0,4.7,3000.0,True,-6.5,44.5,-300.0,+250
Clay Harbor,JAC,4.0,2.0,27.0,0.0,TE,8.0,2014.0,h,MIA,3.7,5400.0,4.7,4100.0,True,6.5,42.0,-330.0,+270
Levine Toilolo,ATL,2.0,2.0,26.0,0.0,TE,8.0,2014.0,h,DET,3.6,4600.0,4.6,3000.0,True,3.5,45.5,-180.0,+160
Richard Rodgers,GB,5.0,4.0,58.0,0.0,TE,8.0,2014.0,a,NOR,7.8,4500.0,9.8,3000.0,True,2.0,55.5,-130.0,+110
Crockett Gillmore,BAL,2.0,2.0,23.0,0.0,TE,8.0,2014.0,a,CIN,3.3,4600.0,4.3,3000.0,True,-3.0,44.5,-155.0,+135
Julius Thomas,DEN,6.0,2.0,23.0,0.0,TE,8.0,2014.0,h,SDG,3.3,8500.0,4.3,6200.0,True,-9.0,51.0,-450.0,+350
Anthony Fasano,KC,4.0,4.0,19.0,0.0,TE,8.0,2014.0,h,STL,3.9,5100.0,5.9,3000.0,True,-7.0,44.0,-355.0,+295
Andrew Quarless,GB,3.0,2.0,19.0,0.0,TE,8.0,2014.0,a,NOR,2.9,4900.0,3.9,3000.0,True,2.0,55.5,-130.0,+110
John Carlson,ARI,6.0,2.0,16.0,0.0,TE,8.0,2014.0,h,PHI,2.6,4800.0,3.6,3000.0,True,1.0,48.5,-115.0, -105
Greg Olsen,CAR,3.0,1.0,16.0,0.0,TE,8.0,2014.0,h,SEA,2.1,7600.0,2.6,5500.0,True,6.0,45.0,-265.0,+225
Ed Dickson,CAR,1.0,1.0,13.0,0.0,TE,8.0,2014.0,h,SEA,1.8,4600.0,2.3,3000.0,True,6.0,45.0,-265.0,+225
Jared Cook,STL,3.0,1.0,11.0,0.0,TE,8.0,2014.0,a,KAN,1.6,5100.0,2.1,3400.0,True,7.0,44.0,-355.0,+295
Jace Amaro,NYJ,5.0,5.0,51.0,0.0,TE,8.0,2014.0,h,BUF,7.6,5300.0,10.1,3400.0,True,-3.0,40.5,-155.0,+135
Bear Pascoe,ATL,1.0,1.0,1.0,1.0,TE,8.0,2014.0,h,DET,6.6,4500.0,7.1,3000.0,True,3.5,45.5,-180.0,+160
Jimmy Graham,NO,2.0,0.0,0.0,0.0,TE,7.0,2014.0,a,DET,0.0,7800.0,0.0,6500.0,True,1.5,46.5,-125.0,+105
Tim Wright,NE,7.0,7.0,61.0,1.0,TE,8.0,2014.0,h,CHI,15.4,5300.0,18.9,3000.0,True,-6.0,52.0,-260.0,+220
Demetrius Harris,KC,1.0,0.0,0.0,0.0,TE,7.0,2014.0,a,SDG,0.0,4500.0,0.0,3000.0,True,3.0,46.0,-175.0,+155
Logan Paulsen,WAS,1.0,0.0,0.0,0.0,TE,7.0,2014.0,h,TEN,0.0,4500.0,0.0,3000.0,True,-6.0,46.5,-250.0,+210
Rob Gronkowski,NE,9.0,9.0,149.0,3.0,TE,8.0,2014.0,h,CHI,37.4,7200.0,44.9,5900.0,True,-6.0,52.0,-260.0,+220
Antonio Gates,SD,8.0,5.0,54.0,2.0,TE,8.0,2014.0,a,DEN,19.9,6500.0,22.4,5600.0,True,9.0,51.0,-450.0,+350
Heath Miller,PIT,8.0,7.0,112.0,1.0,TE,8.0,2014.0,h,IND,20.7,4900.0,27.2,3300.0,True,4.5,48.5,-235.0,+195
Martellus Bennett,CHI,7.0,6.0,95.0,1.0,TE,8.0,2014.0,a,NWE,18.5,5900.0,21.5,5200.0,True,6.0,52.0,-260.0,+220
Jason Witten,DAL,8.0,5.0,70.0,1.0,TE,8.0,2014.0,h,WAS,15.5,5700.0,18.0,3700.0,True,-9.5,49.0,-480.0,+380
Jimmy Graham,NO,6.0,5.0,59.0,1.0,TE,8.0,2014.0,h,GNB,14.4,7000.0,16.9,5600.0,True,-2.0,55.5,-130.0,+110
Delanie Walker,TEN,9.0,4.0,37.0,1.0,TE,8.0,2014.0,h,HOU,11.7,5600.0,13.7,4300.0,True,3.5,43.0,-185.0,+165
Lance Kendricks,STL,1.0,1.0,1.0,1.0,TE,8.0,2014.0,a,KAN,6.6,4900.0,7.1,3000.0,True,7.0,44.0,-355.0,+295
Austin Seferian-Jenkins,TB,4.0,3.0,26.0,1.0,TE,8.0,2014.0,h,MIN,8.1,4900.0,10.6,3400.0,True,-1.5,43.0,-125.0,+105
Mychal Rivera,OAK,9.0,7.0,83.0,0.0,TE,8.0,2014.0,a,CLE,11.8,4900.0,15.3,3000.0,True,6.5,44.5,-300.0,+250
Luke Willson,SEA,4.0,1.0,23.0,1.0,TE,8.0,2014.0,a,CAR,8.8,4800.0,9.3,3000.0,True,-6.0,45.0,-265.0,+225
Dwayne Allen,IND,2.0,1.0,21.0,1.0,TE,8.0,2014.0,a,PIT,8.6,6000.0,9.1,3900.0,True,-4.5,48.5,-235.0,+195
Scott Chandler,BUF,2.0,1.0,12.0,1.0,TE,8.0,2014.0,a,NYJ,7.7,5100.0,8.2,3100.0,True,3.0,40.5,-155.0,+135
Lee Smith,BUF,2.0,2.0,5.0,1.0,TE,8.0,2014.0,a,NYJ,7.5,4500.0,8.5,3000.0,True,3.0,40.5,-155.0,+135
Josh Hill,NO,1.0,1.0,2.0,1.0,TE,8.0,2014.0,h,GNB,6.7,4900.0,7.2,3000.0,True,-2.0,55.5,-130.0,+110
Chase Ford,MIN,6.0,6.0,61.0,0.0,TE,8.0,2014.0,a,TAM,9.1,4500.0,12.1,3000.0,True,1.5,43.0,-125.0,+105
Gavin Escobar,DAL,1.0,1.0,14.0,0.0,TE,10.0,2014.0,a,JAC,1.9,5200.0,2.4,3000.0,True,-7.5,45.0,-345.0,+280
Luke Willson,SEA,1.0,1.0,21.0,0.0,TE,12.0,2014.0,h,ARI,2.6,5000.0,3.1,3000.0,True,-7.5,41.5,-350.0,+290
Ben Watson,NO,3.0,1.0,13.0,0.0,TE,10.0,2014.0,h,SFO,1.8,4700.0,2.3,3000.0,True,-5.5,49.5,-250.0,+210
Delanie Walker,TEN,9.0,5.0,155.0,0.0,TE,12.0,2014.0,a,PHI,18.0,5500.0,23.5,3100.0,True,11.5,49.0,-750.0,+550
Zach Ertz,PHI,6.0,4.0,30.0,0.0,TE,12.0,2014.0,h,TEN,5.0,5000.0,7.0,3100.0,True,-11.5,49.0,-750.0,+550
Dion Sims,MIA,5.0,4.0,31.0,0.0,TE,12.0,2014.0,a,DEN,5.1,4600.0,7.1,3000.0,True,6.5,47.5,-310.0,+260
Jermaine Gresham,CIN,6.0,4.0,33.0,0.0,TE,12.0,2014.0,a,HOU,5.3,5500.0,7.3,3300.0,True,2.5,44.5,-145.0,+125
Tony Moeaki,SEA,4.0,4.0,34.0,0.0,TE,12.0,2014.0,h,ARI,5.4,4800.0,7.4,3000.0,True,-7.5,41.5,-350.0,+290
Ladarius Green,SD,3.0,2.0,34.0,0.0,TE,12.0,2014.0,h,STL,4.4,4700.0,5.4,3000.0,True,-5.0,43.5,-230.0,+190
Daniel Fells,NYG,4.0,3.0,35.0,0.0,TE,12.0,2014.0,h,DAL,5.0,4800.0,6.5,3000.0,True,4.5,49.0,-220.0,+180
Martellus Bennett,CHI,7.0,4.0,37.0,0.0,TE,12.0,2014.0,h,TAM,5.7,6200.0,7.7,4000.0,True,-4.5,46.5,-210.0,+180
Garrett Graham,HOU,7.0,4.0,41.0,0.0,TE,12.0,2014.0,h,CIN,6.1,5100.0,8.1,3300.0,True,-2.5,44.5,-145.0,+125
Brent Celek,PHI,7.0,5.0,48.0,0.0,TE,12.0,2014.0,h,TEN,7.3,4500.0,9.8,3000.0,True,-11.5,49.0,-750.0,+550
Kyle Rudolph,MIN,5.0,3.0,50.0,0.0,TE,12.0,2014.0,h,GNB,6.5,5100.0,8.0,3000.0,True,8.0,49.5,-390.0,+320
Andrew Quarless,GB,3.0,2.0,50.0,0.0,TE,12.0,2014.0,a,MIN,6.0,4900.0,7.0,3000.0,True,-8.0,49.5,-390.0,+320
Richard Rodgers,GB,1.0,1.0,1.0,1.0,TE,12.0,2014.0,a,MIN,6.6,4600.0,7.1,3000.0,True,-8.0,49.5,-390.0,+320
Adrien Robinson,NYG,1.0,1.0,1.0,1.0,TE,12.0,2014.0,h,DAL,6.6,4500.0,7.1,3000.0,True,4.5,49.0,-220.0,+180
Travis Kelce,KC,5.0,4.0,67.0,0.0,TE,12.0,2014.0,a,OAK,8.7,5400.0,10.7,3300.0,True,-7.5,42.0,-365.0,+305
James Casey,PHI,1.0,1.0,14.0,1.0,TE,12.0,2014.0,h,TEN,7.9,4500.0,8.4,3000.0,True,-11.5,49.0,-750.0,+550
Rob Gronkowski,NE,10.0,5.0,78.0,0.0,TE,12.0,2014.0,h,DET,10.3,7900.0,12.8,7900.0,True,-7.0,47.5,-340.0,+280
Cooper Helfet,SEA,2.0,2.0,27.0,1.0,TE,12.0,2014.0,h,ARI,9.7,4900.0,10.7,3000.0,True,-7.5,41.5,-350.0,+290
Scott Chandler,BUF,3.0,3.0,28.0,1.0,TE,12.0,2014.0,h,NYJ,10.3,5000.0,11.8,3000.0,True,-2.5,42.5,-140.0,+120
Jason Witten,DAL,6.0,4.0,30.0,1.0,TE,12.0,2014.0,a,NYG,11.0,5700.0,13.0,4400.0,True,-4.5,49.0,-220.0,+180
Coby Fleener,IND,4.0,2.0,28.0,0.0,TE,12.0,2014.0,h,JAC,3.8,5400.0,4.8,5200.0,True,-13.5,49.5,-950.0,+650
Jared Cook,STL,9.0,3.0,27.0,0.0,TE,12.0,2014.0,a,SDG,4.2,5200.0,5.7,3100.0,True,5.0,43.5,-230.0,+190
James Hanna,DAL,1.0,1.0,27.0,0.0,TE,12.0,2014.0,a,NYG,3.2,4500.0,3.7,3000.0,True,-4.5,49.0,-220.0,+180
Antonio Gates,SD,2.0,2.0,14.0,0.0,TE,12.0,2014.0,h,STL,2.4,6300.0,3.4,5000.0,True,-5.0,43.5,-230.0,+190
Mychal Rivera,OAK,4.0,1.0,8.0,0.0,TE,12.0,2014.0,h,KAN,1.3,5600.0,1.8,3600.0,True,7.5,42.0,-365.0,+305
Jack Doyle,IND,3.0,2.0,8.0,0.0,TE,12.0,2014.0,h,JAC,1.8,4500.0,2.8,3000.0,True,-13.5,49.5,-950.0,+650
Brandon Myers,TB,1.0,1.0,9.0,0.0,TE,12.0,2014.0,a,CHI,1.4,4600.0,1.9,3000.0,True,4.5,46.5,-210.0,+180
Niles Paul,WAS,2.0,1.0,11.0,0.0,TE,12.0,2014.0,a,SFO,1.6,4800.0,2.1,3000.0,True,9.5,44.0,-575.0,+425
Chris Gragg,BUF,3.0,2.0,11.0,0.0,TE,12.0,2014.0,h,NYJ,2.1,4700.0,3.1,3000.0,True,-2.5,42.5,-140.0,+120
Rhett Ellison,MIN,4.0,2.0,11.0,0.0,TE,12.0,2014.0,h,GNB,2.1,4900.0,3.1,3000.0,True,8.0,49.5,-390.0,+320
Lee Smith,BUF,1.0,1.0,12.0,0.0,TE,12.0,2014.0,h,NYJ,1.7,4700.0,2.2,3000.0,True,-2.5,42.5,-140.0,+120
Chase Ford,MIN,1.0,1.0,13.0,0.0,TE,12.0,2014.0,h,GNB,1.8,5000.0,2.3,3000.0,True,8.0,49.5,-390.0,+320
Austin Seferian-Jenkins,TB,4.0,2.0,16.0,0.0,TE,12.0,2014.0,a,CHI,2.6,5100.0,3.6,3000.0,True,4.5,46.5,-210.0,+180
John Carlson,ARI,4.0,3.0,25.0,0.0,TE,12.0,2014.0,a,SEA,4.0,4900.0,5.5,3000.0,True,7.5,41.5,-350.0,+290
Lance Kendricks,STL,2.0,1.0,16.0,0.0,TE,12.0,2014.0,a,SDG,2.1,4700.0,2.6,3000.0,True,5.0,43.5,-230.0,+190
Levine Toilolo,ATL,3.0,2.0,17.0,0.0,TE,12.0,2014.0,h,CLE,2.7,4800.0,3.7,3000.0,True,-2.5,48.5,-145.0,+125
Greg Olsen,CAR,11.0,5.0,61.0,0.0,TE,11.0,2014.0,h,ATL,8.6,7000.0,11.1,5100.0,True,2.5,47.0,-145.0,+125
Vernon Davis,SF,5.0,3.0,21.0,0.0,TE,12.0,2014.0,h,WAS,3.6,5000.0,5.1,3000.0,True,-9.5,44.0,-575.0,+425
Josh Hill,NO,2.0,2.0,22.0,0.0,TE,12.0,2014.0,h,BAL,3.2,4800.0,4.2,3000.0,True,-3.0,50.5,-145.0,+125
Eric Ebron,DET,7.0,2.0,23.0,0.0,TE,12.0,2014.0,a,NWE,3.3,4900.0,4.3,3000.0,True,7.0,47.5,-340.0,+280
Gary Barnidge,CLE,3.0,2.0,23.0,0.0,TE,12.0,2014.0,a,ATL,3.3,4600.0,4.3,3000.0,True,2.5,48.5,-145.0,+125
Larry Donnell,NYG,4.0,2.0,24.0,0.0,TE,12.0,2014.0,h,DAL,3.4,5500.0,4.4,3900.0,True,4.5,49.0,-220.0,+180
Anthony Fasano,KC,2.0,2.0,30.0,1.0,TE,12.0,2014.0,a,OAK,10.0,5100.0,11.0,3000.0,True,-7.5,42.0,-365.0,+305
Tim Wright,NE,6.0,5.0,36.0,2.0,TE,12.0,2014.0,h,DET,18.1,5200.0,20.6,3100.0,True,-7.0,47.5,-340.0,+280
Daniel Fells,NYG,1.0,1.0,12.0,0.0,TE,10.0,2014.0,a,SEA,1.7,5000.0,2.2,3000.0,True,9.5,45.0,-525.0,+400
Jimmy Graham,NO,10.0,6.0,47.0,2.0,TE,12.0,2014.0,h,BAL,19.7,7500.0,22.7,7000.0,True,-3.0,50.5,-145.0,+125
Jared Cook,STL,5.0,3.0,19.0,0.0,TE,11.0,2014.0,h,DEN,3.4,5400.0,4.9,3500.0,True,9.0,50.0,-460.0,+360
Ed Dickson,CAR,2.0,2.0,20.0,0.0,TE,11.0,2014.0,h,ATL,3.0,4500.0,4.0,3000.0,True,2.5,47.0,-145.0,+125
Brandon Myers,TB,1.0,1.0,21.0,0.0,TE,11.0,2014.0,a,WAS,2.6,4500.0,3.1,3000.0,True,7.0,46.0,-330.0,+270
Jordan Reed,WAS,3.0,2.0,22.0,0.0,TE,11.0,2014.0,h,TAM,3.2,5200.0,4.2,3300.0,True,-7.0,46.0,-330.0,+270
Eric Ebron,DET,4.0,4.0,22.0,0.0,TE,11.0,2014.0,a,ARI,4.2,4800.0,6.2,3000.0,True,-1.5,41.5,-120.0,+100
Levine Toilolo,ATL,4.0,2.0,23.0,0.0,TE,11.0,2014.0,a,CAR,3.3,4700.0,4.3,3000.0,True,-2.5,47.0,-145.0,+125
Jimmy Graham,NO,3.0,3.0,29.0,0.0,TE,11.0,2014.0,h,CIN,4.4,7900.0,5.9,7000.0,True,-8.0,51.5,-380.0,+310
Martellus Bennett,CHI,4.0,4.0,29.0,0.0,TE,11.0,2014.0,h,MIN,4.9,6500.0,6.9,5600.0,True,-2.5,46.5,-140.0,+120
Jacob Tamme,DEN,10.0,4.0,31.0,0.0,TE,11.0,2014.0,a,STL,5.1,4600.0,7.1,3000.0,True,-9.0,50.0,-460.0,+360
Charles Clay,MIA,6.0,5.0,31.0,0.0,TE,11.0,2014.0,h,BUF,5.6,5600.0,8.1,4100.0,True,-4.0,41.0,-205.0,+175
Antonio Gates,SD,3.0,3.0,32.0,0.0,TE,11.0,2014.0,h,OAK,4.7,6700.0,6.2,5000.0,True,-10.0,45.5,-700.0,+500
Andrew Quarless,GB,2.0,2.0,35.0,0.0,TE,11.0,2014.0,h,PHI,4.5,4800.0,5.5,3000.0,True,-5.5,55.5,-235.0,+195
Travis Kelce,KC,5.0,3.0,37.0,0.0,TE,11.0,2014.0,h,SEA,3.2,5900.0,5.7,4000.0,True,1.0,43.5,-115.0, -105
